time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,
976.6,35135,35141,35139,35142,35141,35096,35142,35145,35142,35139,35141,35142,35144,35145,35139,35146
976.7,35135,35141,35139,35143,35140,35095,35142,35144,35142,35140,35141,35144,35143,35145,35139,35145
976.8,35135,35142,35140,35143,35141,35095,35141,35144,35141,35139,35141,35143,35143,35145,35139,35145
976.9,35136,35142,35139,35143,35141,35096,35142,35143,35141,35139,35141,35144,35143,35144,35139,35146
977,35135,35141,35139,35142,35140,35096,35142,35144,35141,35139,35141,35143,35143,35145,35139,35146
977.1,35135,35141,35139,35143,35140,35095,35141,35144,35142,35139,35140,35143,35143,35144,35139,35145
977.2,35135,35142,35139,35142,35141,35095,35141,35144,35141,35139,35141,35144,35143,35145,35139,35145
977.3,35135,35142,35139,35142,35141,35097,35141,35144,35142,35139,35141,35144,35143,35145,35138,35147
977.4,35135,35141,35139,35142,35141,35095,35141,35144,35142,35139,35141,35144,35144,35144,35138,35145
977.5,35135,35142,35139,35142,35141,35096,35141,35144,35141,35138,35142,35144,35142,35143,35138,35146
977.6,35135,35142,35139,35142,35140,35095,35141,35144,35141,35138,35141,35143,35143,35145,35138,35145
977.7,35135,35142,35139,35142,35141,35096,35141,35143,35141,35139,35140,35144,35143,35144,35138,35146
977.8,35135,35142,35139,35142,35140,35096,35141,35144,35142,35139,35141,35143,35143,35144,35139,35146
977.9,35135,35141,35138,35143,35140,35095,35141,35143,35140,35138,35140,35143,35143,35144,35138,35145
978,35135,35142,35139,35143,35140,35094,35141,35143,35140,35138,35141,35144,35143,35144,35138,35144
978.1,35134,35142,35139,35142,35140,35096,35141,35143,35141,35138,35141,35142,35142,35144,35138,35146
978.2,35134,35142,35138,35142,35141,35095,35141,35143,35141,35139,35140,35142,35142,35144,35138,35145
978.3,35135,35142,35139,35143,35140,35095,35140,35143,35141,35138,35140,35142,35143,35144,35138,35145
978.4,35135,35142,35139,35142,35140,35096,35141,35144,35141,35139,35140,35143,35143,35145,35139,35146
978.5,35134,35142,35138,35142,35141,35095,35140,35143,35141,35139,35140,35143,35142,35144,35137,35145
978.6,35134,35142,35138,35142,35141,35096,35140,35143,35140,35138,35141,35143,35142,35144,35138,35146
978.7,35134,35142,35138,35142,35141,35095,35141,35143,35141,35138,35140,35142,35142,35144,35137,35145
978.8,35133,35141,35138,35141,35140,35095,35141,35144,35141,35138,35141,35143,35142,35144,35138,35145
978.9,35134,35142,35138,35142,35141,35095,35139,35142,35140,35137,35140,35142,35141,35143,35138,35145
979,35134,35142,35138,35141,35140,35096,35141,35143,35140,35138,35140,35143,35142,35144,35139,35146
979.1,35134,35142,35139,35142,35140,35095,35140,35142,35141,35139,35140,35143,35144,35145,35139,35145
979.2,35133,35142,35138,35142,35140,35096,35141,35143,35141,35139,35140,35143,35141,35144,35138,35146
979.3,35133,35141,35138,35141,35140,35094,35139,35143,35141,35138,35140,35143,35143,35143,35138,35144
979.4,35134,35142,35137,35142,35140,35096,35141,35143,35141,35139,35140,35143,35142,35144,35137,35146
979.5,35133,35141,35137,35141,35140,35096,35140,35143,35140,35138,35140,35143,35142,35144,35137,35146
979.6,35133,35142,35137,35141,35140,35096,35140,35143,35141,35138,35141,35142,35142,35143,35137,35146
979.7,35133,35142,35138,35141,35140,35095,35140,35143,35140,35137,35140,35142,35142,35143,35137,35145
979.8,35133,35142,35138,35142,35140,35095,35140,35143,35140,35138,35140,35142,35143,35144,35137,35145
979.9,35133,35142,35138,35142,35140,35095,35141,35143,35140,35137,35140,35142,35142,35144,35138,35145
980,35134,35142,35138,35142,35140,35096,35140,35143,35139,35138,35140,35142,35142,35144,35137,35146
980.1,35133,35142,35137,35141,35140,35095,35140,35142,35140,35138,35140,35143,35142,35144,35137,35145
980.2,35132,35141,35137,35141,35140,35095,35139,35142,35140,35138,35140,35142,35142,35143,35137,35145
980.3,35133,35142,35138,35141,35140,35096,35140,35142,35139,35137,35139,35142,35142,35142,35137,35146
980.4,35133,35142,35137,35142,35140,35096,35140,35142,35139,35137,35139,35142,35142,35143,35136,35146
980.5,35133,35142,35138,35142,35140,35095,35140,35142,35140,35138,35139,35142,35140,35142,35137,35145
980.6,35133,35142,35137,35141,35139,35096,35141,35143,35140,35138,35139,35141,35141,35143,35137,35146
980.7,35133,35142,35137,35141,35140,35096,35140,35143,35140,35137,35139,35142,35141,35142,35137,35146
980.8,35133,35142,35137,35141,35140,35096,35140,35143,35140,35137,35139,35142,35142,35143,35138,35146
980.9,35133,35142,35138,35141,35139,35095,35140,35141,35140,35137,35139,35142,35141,35143,35137,35145
981,35132,35141,35137,35140,35139,35095,35139,35141,35139,35137,35139,35142,35142,35144,35136,35145
981.1,35133,35142,35137,35141,35139,35096,35139,35141,35140,35137,35139,35141,35141,35143,35136,35146
981.2,35133,35142,35137,35141,35139,35096,35140,35143,35140,35137,35139,35142,35142,35143,35137,35146
981.3,35133,35142,35137,35142,35140,35095,35139,35142,35139,35136,35139,35142,35142,35143,35137,35145
981.4,35131,35141,35137,35141,35139,35096,35140,35142,35139,35137,35139,35143,35142,35143,35137,35146
981.5,35132,35142,35137,35141,35139,35096,35140,35143,35140,35138,35139,35141,35142,35142,35136,35146
981.6,35132,35141,35136,35140,35138,35096,35139,35142,35140,35136,35140,35143,35142,35143,35135,35146
981.7,35132,35142,35136,35141,35139,35095,35139,35141,35139,35137,35140,35142,35141,35142,35136,35145
981.8,35132,35141,35136,35140,35139,35095,35140,35141,35139,35137,35139,35141,35142,35142,35135,35145
981.9,35131,35141,35136,35141,35139,35095,35139,35142,35139,35137,35139,35141,35141,35142,35136,35145
982,35136,35142,35138,35141,35140,35095,35141,35143,35141,35138,35144,35144,35143,35144,35138,35145
982.1,35137,35141,35138,35143,35141,35095,35142,35144,35142,35139,35145,35144,35144,35145,35139,35145
982.2,35137,35142,35139,35144,35142,35095,35142,35144,35143,35140,35143,35144,35144,35145,35138,35145
982.3,35137,35141,35138,35144,35142,35095,35142,35145,35143,35140,35145,35145,35144,35145,35139,35145
982.4,35138,35141,35139,35143,35142,35095,35142,35144,35143,35139,35144,35143,35143,35146,35139,35145
982.5,35138,35142,35139,35144,35142,35096,35142,35145,35143,35140,35146,35145,35145,35146,35138,35146
982.6,35138,35142,35139,35143,35142,35095,35143,35145,35143,35140,35145,35145,35144,35146,35139,35145
982.7,35138,35142,35139,35144,35142,35095,35143,35145,35143,35139,35144,35145,35144,35145,35140,35145
982.8,35138,35142,35140,35144,35142,35095,35143,35145,35143,35141,35145,35145,35145,35147,35139,35145
982.9,35138,35141,35139,35144,35142,35096,35144,35146,35144,35141,35146,35146,35145,35147,35139,35146
983,35137,35141,35139,35144,35143,35095,35143,35146,35144,35141,35145,35145,35145,35146,35139,35145
983.1,35138,35141,35139,35144,35142,35096,35144,35146,35144,35141,35145,35146,35145,35146,35140,35146
983.2,35139,35142,35140,35145,35143,35095,35144,35146,35145,35141,35146,35146,35146,35147,35139,35145
983.3,35138,35141,35139,35144,35143,35096,35144,35146,35145,35141,35145,35145,35146,35147,35140,35146
983.4,35138,35141,35140,35145,35144,35096,35143,35146,35144,35141,35146,35146,35146,35146,35140,35146
983.5,35139,35142,35140,35145,35144,35096,35144,35146,35145,35141,35146,35146,35146,35146,35140,35146
983.6,35139,35142,35140,35145,35144,35095,35144,35146,35145,35142,35146,35145,35146,35148,35140,35145
983.7,35138,35142,35140,35146,35144,35096,35143,35146,35144,35141,35147,35146,35146,35147,35140,35146
983.8,35138,35142,35141,35145,35144,35094,35143,35146,35144,35141,35146,35147,35145,35148,35140,35144
983.9,35139,35142,35141,35145,35144,35095,35144,35146,35145,35141,35146,35147,35146,35148,35140,35145
984,35140,35142,35140,35145,35143,35095,35143,35146,35146,35142,35146,35145,35146,35148,35140,35145
984.1,35138,35142,35141,35145,35144,35096,35145,35147,35146,35141,35146,35146,35146,35148,35141,35146
984.2,35139,35142,35141,35146,35144,35096,35144,35147,35145,35142,35148,35146,35147,35147,35141,35146
984.3,35138,35142,35141,35146,35144,35096,35145,35147,35146,35141,35146,35147,35146,35148,35140,35146
984.4,35139,35142,35141,35145,35143,35095,35144,35146,35145,35141,35147,35146,35146,35147,35140,35145
984.5,35138,35142,35141,35146,35144,35095,35144,35147,35146,35142,35146,35146,35146,35147,35140,35145
984.6,35139,35141,35141,35146,35145,35096,35146,35147,35145,35141,35147,35147,35147,35149,35141,35146
984.7,35139,35141,35140,35145,35144,35096,35145,35147,35146,35142,35147,35146,35146,35148,35141,35146
984.8,35138,35141,35140,35146,35144,35095,35145,35147,35146,35142,35147,35147,35147,35148,35141,35145
984.9,35139,35142,35141,35146,35145,35096,35144,35147,35145,35142,35147,35148,35147,35148,35141,35146
985,35139,35141,35141,35146,35144,35095,35144,35147,35145,35142,35147,35146,35146,35148,35140,35145
985.1,35139,35142,35142,35146,35144,35095,35144,35147,35146,35143,35147,35147,35147,35148,35141,35145
985.2,35140,35142,35142,35146,35144,35095,35145,35148,35147,35143,35146,35146,35146,35149,35141,35145
985.3,35139,35141,35141,35146,35145,35096,35145,35147,35146,35143,35147,35147,35147,35148,35141,35146
985.4,35140,35142,35141,35146,35145,35096,35145,35147,35146,35142,35147,35146,35146,35148,35142,35146
985.5,35141,35143,35142,35147,35145,35096,35145,35148,35146,35142,35148,35148,35146,35149,35141,35146
985.6,35139,35142,35141,35147,35145,35096,35145,35148,35146,35142,35148,35148,35147,35149,35140,35146
985.7,35139,35142,35141,35147,35145,35095,35145,35148,35147,35142,35147,35147,35147,35149,35141,35145
985.8,35140,35142,35142,35147,35145,35095,35145,35147,35146,35143,35148,35148,35147,35149,35141,35145
985.9,35139,35141,35141,35147,35145,35096,35145,35148,35147,35143,35148,35148,35147,35149,35141,35146
986,35139,35142,35141,35147,35145,35096,35146,35148,35146,35142,35147,35147,35147,35148,35140,35146
986.1,35140,35142,35142,35147,35146,35095,35145,35147,35146,35142,35147,35147,35147,35149,35141,35145
986.2,35139,35141,35141,35146,35145,35096,35146,35148,35146,35143,35148,35148,35147,35149,35142,35146
986.3,35140,35142,35142,35147,35145,35096,35145,35148,35147,35143,35148,35147,35147,35149,35141,35146
986.4,35140,35142,35142,35147,35145,35095,35144,35148,35146,35143,35147,35147,35146,35149,35141,35145
986.5,35140,35142,35142,35147,35144,35095,35146,35148,35146,35143,35147,35147,35147,35149,35141,35145
986.6,35139,35141,35142,35147,35145,35095,35145,35148,35147,35143,35148,35148,35147,35149,35141,35145
986.7,35140,35142,35142,35147,35145,35095,35146,35148,35147,35143,35147,35147,35147,35149,35142,35145
986.8,35140,35142,35142,35147,35145,35097,35146,35148,35146,35142,35148,35148,35148,35150,35142,35147
986.9,35140,35142,35142,35147,35146,35095,35146,35147,35147,35143,35149,35149,35148,35150,35141,35145
987,35140,35142,35142,35147,35145,35096,35146,35148,35147,35143,35148,35148,35148,35149,35142,35146
987.1,35140,35142,35142,35147,35147,35095,35145,35148,35147,35143,35149,35148,35148,35150,35142,35145
987.2,35140,35142,35141,35147,35145,35095,35146,35147,35147,35143,35148,35148,35148,35149,35141,35145
987.3,35140,35141,35143,35147,35145,35095,35145,35148,35146,35143,35148,35148,35148,35149,35142,35145
987.4,35140,35142,35142,35147,35146,35095,35146,35148,35147,35143,35147,35148,35147,35149,35141,35145
987.5,35139,35141,35142,35147,35146,35095,35146,35149,35147,35143,35148,35147,35148,35149,35141,35145
987.6,35140,35142,35142,35147,35146,35095,35146,35148,35147,35144,35148,35148,35148,35150,35142,35145
987.7,35140,35142,35142,35147,35146,35095,35146,35148,35147,35143,35149,35148,35147,35149,35141,35145
987.8,35140,35142,35142,35147,35146,35096,35146,35149,35147,35143,35148,35148,35148,35150,35142,35146
987.9,35140,35141,35142,35147,35146,35095,35145,35149,35147,35142,35148,35148,35148,35149,35142,35145
988,35140,35142,35142,35147,35146,35096,35146,35148,35147,35143,35149,35149,35149,35149,35142,35146
988.1,35140,35141,35142,35148,35146,35095,35146,35148,35147,35143,35148,35149,35148,35149,35142,35145
988.2,35141,35142,35142,35148,35146,35096,35147,35149,35147,35144,35148,35149,35148,35150,35142,35146
988.3,35141,35143,35142,35148,35146,35094,35145,35147,35147,35143,35149,35149,35149,35149,35142,35144
988.4,35140,35141,35142,35147,35145,35096,35147,35149,35148,35144,35149,35150,35148,35149,35141,35146
988.5,35140,35142,35142,35147,35146,35096,35146,35149,35148,35144,35148,35149,35148,35150,35142,35146
988.6,35141,35141,35141,35148,35147,35095,35146,35149,35148,35143,35148,35147,35148,35150,35141,35145
988.7,35140,35142,35142,35148,35146,35096,35146,35149,35147,35143,35149,35149,35148,35149,35142,35146
988.8,35141,35141,35142,35148,35146,35095,35145,35148,35147,35143,35149,35148,35148,35149,35142,35145
988.9,35140,35142,35142,35147,35146,35095,35146,35148,35148,35144,35147,35148,35149,35149,35142,35145
989,35140,35142,35142,35148,35146,35096,35147,35149,35148,35144,35149,35148,35148,35149,35142,35146
989.1,35140,35142,35143,35148,35146,35095,35146,35149,35148,35144,35148,35149,35148,35149,35142,35145
989.2,35140,35142,35142,35148,35147,35096,35147,35149,35148,35144,35148,35149,35148,35150,35142,35146
989.3,35140,35142,35143,35149,35147,35096,35146,35149,35147,35143,35148,35149,35148,35149,35142,35146
989.4,35141,35141,35143,35148,35147,35096,35146,35148,35147,35144,35148,35149,35149,35150,35143,35146
989.5,35140,35142,35142,35147,35146,35094,35145,35148,35147,35144,35149,35149,35149,35150,35143,35144
989.6,35140,35142,35142,35148,35147,35095,35147,35149,35148,35143,35148,35148,35148,35150,35142,35145
989.7,35140,35141,35142,35148,35147,35096,35148,35150,35148,35144,35149,35148,35149,35150,35143,35146
989.8,35140,35142,35142,35148,35146,35095,35146,35149,35148,35144,35149,35149,35148,35150,35141,35145
989.9,35141,35142,35142,35148,35146,35096,35147,35149,35148,35144,35149,35149,35149,35150,35142,35146
990,35141,35142,35143,35148,35147,35095,35146,35149,35148,35144,35149,35148,35148,35150,35142,35145
990.1,35141,35142,35143,35148,35147,35095,35146,35149,35148,35144,35149,35149,35148,35149,35142,35145
990.2,35140,35142,35142,35148,35146,35095,35146,35149,35148,35144,35149,35149,35149,35150,35142,35145
990.3,35141,35142,35143,35148,35147,35096,35148,35149,35148,35143,35150,35149,35149,35150,35143,35146
990.4,35141,35142,35142,35147,35147,35095,35146,35149,35147,35144,35149,35149,35149,35150,35143,35145
990.5,35140,35142,35143,35149,35147,35096,35148,35150,35149,35144,35149,35149,35149,35150,35142,35146
990.6,35141,35142,35143,35148,35147,35096,35147,35150,35148,35144,35149,35150,35149,35150,35142,35146
990.7,35141,35142,35143,35148,35147,35096,35147,35150,35148,35144,35150,35150,35149,35150,35143,35146
990.8,35140,35141,35142,35149,35147,35095,35147,35149,35148,35143,35149,35150,35149,35151,35143,35145
990.9,35140,35141,35142,35149,35147,35096,35148,35150,35149,35144,35149,35149,35150,35150,35143,35146
991,35141,35142,35143,35149,35147,35095,35146,35149,35148,35144,35149,35149,35149,35150,35142,35145
991.1,35141,35141,35143,35149,35147,35095,35146,35149,35148,35144,35150,35150,35149,35151,35143,35145
991.2,35141,35142,35143,35149,35146,35095,35147,35149,35148,35145,35149,35149,35149,35151,35143,35145
991.3,35140,35142,35143,35149,35147,35095,35147,35149,35147,35143,35150,35150,35149,35150,35143,35145
991.4,35141,35142,35143,35148,35147,35095,35147,35149,35148,35144,35150,35150,35149,35151,35143,35145
991.5,35141,35142,35143,35149,35147,35096,35147,35150,35148,35144,35149,35149,35149,35150,35142,35146
991.6,35141,35142,35143,35148,35147,35095,35147,35150,35148,35144,35149,35150,35149,35151,35143,35145
991.7,35141,35142,35143,35148,35147,35096,35147,35149,35149,35145,35150,35150,35150,35151,35143,35146
991.8,35141,35141,35142,35148,35146,35096,35148,35150,35149,35144,35149,35150,35149,35151,35143,35146
991.9,35141,35142,35143,35148,35148,35095,35146,35149,35149,35145,35150,35150,35149,35151,35142,35145
992,35141,35142,35143,35149,35148,35095,35147,35150,35148,35145,35149,35150,35149,35150,35143,35145
992.1,35140,35141,35142,35149,35147,35096,35148,35150,35148,35144,35149,35149,35149,35150,35143,35146
992.2,35141,35142,35143,35149,35148,35095,35147,35150,35148,35144,35149,35150,35149,35151,35144,35145
992.3,35141,35142,35143,35149,35147,35095,35147,35149,35149,35145,35149,35149,35149,35150,35143,35145
992.4,35141,35141,35143,35149,35147,35095,35147,35150,35148,35145,35149,35149,35149,35150,35143,35145
992.5,35141,35142,35143,35147,35145,35096,35147,35149,35147,35145,35145,35148,35147,35149,35143,35146
992.6,35142,35142,35143,35147,35144,35096,35145,35148,35146,35145,35144,35147,35147,35149,35143,35146
992.7,35141,35143,35143,35147,35144,35095,35145,35147,35145,35146,35143,35147,35146,35149,35143,35145
992.8,35141,35141,35143,35146,35145,35095,35143,35146,35145,35145,35144,35147,35147,35148,35144,35145
992.9,35142,35142,35143,35146,35144,35096,35145,35147,35146,35145,35143,35146,35146,35148,35143,35146
993,35141,35142,35144,35146,35145,35095,35144,35146,35144,35145,35145,35147,35146,35148,35144,35145
993.1,35141,35142,35144,35145,35144,35095,35144,35146,35145,35145,35144,35145,35146,35147,35144,35145
993.2,35141,35142,35144,35146,35144,35095,35144,35146,35144,35144,35145,35147,35146,35148,35144,35145
993.3,35141,35142,35143,35145,35144,35096,35145,35147,35144,35145,35143,35147,35146,35147,35143,35146
993.4,35141,35142,35143,35145,35143,35095,35144,35147,35145,35145,35144,35146,35145,35147,35143,35145
993.5,35142,35142,35143,35144,35144,35096,35143,35146,35144,35145,35143,35148,35146,35146,35143,35146
993.6,35141,35142,35143,35145,35143,35095,35142,35145,35143,35145,35144,35146,35146,35147,35143,35145
993.7,35142,35141,35143,35145,35143,35094,35143,35146,35143,35145,35142,35145,35145,35147,35144,35144
993.8,35142,35142,35144,35144,35143,35096,35144,35146,35143,35145,35143,35145,35145,35147,35144,35146
993.9,35141,35141,35143,35145,35143,35095,35144,35146,35144,35145,35143,35145,35145,35146,35143,35145
994,35141,35142,35144,35144,35143,35095,35143,35146,35143,35145,35143,35146,35145,35146,35143,35145
994.1,35141,35142,35143,35144,35142,35095,35143,35145,35143,35145,35142,35145,35145,35147,35143,35145
994.2,35142,35143,35144,35145,35143,35094,35142,35145,35143,35145,35143,35145,35144,35147,35143,35144
994.3,35142,35142,35143,35144,35142,35096,35143,35144,35142,35145,35143,35145,35145,35146,35143,35146
994.4,35141,35141,35143,35145,35143,35095,35143,35145,35143,35145,35143,35144,35144,35147,35143,35145
994.5,35141,35141,35144,35145,35142,35095,35143,35145,35143,35145,35143,35145,35145,35146,35143,35145
994.6,35141,35141,35143,35143,35142,35095,35143,35145,35143,35145,35141,35144,35144,35146,35143,35145
994.7,35141,35141,35144,35143,35141,35095,35143,35145,35143,35146,35142,35145,35145,35145,35143,35145
994.8,35142,35142,35143,35144,35142,35097,35143,35144,35142,35145,35143,35145,35144,35146,35143,35147
994.9,35142,35142,35144,35143,35141,35095,35142,35145,35144,35145,35143,35145,35144,35146,35143,35145
995,35141,35143,35144,35143,35141,35095,35142,35145,35143,35145,35142,35145,35144,35146,35143,35145
995.1,35141,35141,35143,35143,35142,35095,35142,35144,35142,35145,35142,35144,35143,35145,35144,35145
995.2,35141,35141,35143,35143,35142,35096,35142,35145,35143,35145,35141,35143,35145,35146,35143,35146
995.3,35141,35142,35143,35143,35142,35095,35142,35145,35142,35145,35141,35144,35143,35145,35143,35145
995.4,35141,35142,35143,35143,35142,35095,35142,35144,35142,35145,35141,35144,35144,35145,35144,35145
995.5,35141,35141,35143,35144,35142,35095,35142,35145,35142,35145,35142,35143,35143,35145,35143,35145
995.6,35142,35142,35143,35143,35142,35095,35142,35144,35142,35146,35141,35144,35144,35145,35143,35145
995.7,35142,35142,35144,35143,35141,35094,35142,35144,35142,35146,35141,35145,35143,35146,35143,35144
995.8,35141,35142,35143,35142,35141,35095,35142,35145,35142,35145,35141,35143,35143,35145,35143,35145
995.9,35141,35141,35143,35143,35141,35095,35141,35144,35141,35145,35141,35144,35143,35145,35143,35145
996,35141,35142,35144,35143,35141,35094,35140,35143,35141,35145,35141,35144,35143,35145,35143,35144
996.1,35142,35142,35143,35143,35141,35095,35141,35144,35142,35146,35142,35144,35144,35146,35144,35145
996.2,35141,35141,35143,35143,35141,35095,35141,35144,35142,35145,35141,35143,35144,35145,35143,35145
996.3,35142,35142,35144,35143,35140,35096,35142,35143,35142,35146,35141,35144,35144,35145,35143,35146
996.4,35141,35142,35144,35143,35141,35095,35142,35143,35142,35146,35141,35143,35143,35144,35143,35145
996.5,35142,35141,35143,35142,35140,35095,35142,35145,35142,35145,35140,35144,35143,35144,35143,35145
996.6,35141,35142,35143,35142,35141,35095,35141,35144,35142,35147,35140,35143,35142,35143,35143,35145
996.7,35142,35141,35144,35143,35141,35097,35141,35144,35141,35145,35141,35144,35143,35144,35143,35147
996.8,35142,35141,35144,35142,35140,35096,35142,35144,35142,35145,35140,35144,35143,35144,35143,35146
996.9,35141,35142,35143,35142,35141,35095,35141,35143,35141,35146,35141,35143,35143,35144,35143,35145
997,35142,35141,35144,35142,35141,35095,35141,35144,35142,35145,35140,35143,35142,35144,35143,35145
997.1,35142,35142,35144,35142,35140,35095,35140,35144,35141,35146,35141,35144,35143,35144,35143,35145
997.2,35142,35142,35144,35142,35141,35095,35140,35143,35140,35146,35141,35144,35143,35144,35144,35145
997.3,35143,35142,35144,35142,35141,35096,35141,35143,35141,35145,35140,35143,35142,35145,35144,35146
997.4,35140,35141,35142,35141,35141,35096,35141,35144,35140,35146,35140,35143,35142,35145,35143,35146
997.5,35142,35142,35144,35142,35140,35096,35141,35143,35141,35146,35140,35143,35142,35143,35144,35146
997.6,35141,35142,35143,35142,35140,35095,35140,35143,35141,35145,35140,35143,35143,35144,35144,35145
997.7,35141,35141,35144,35142,35140,35095,35141,35143,35141,35146,35141,35143,35143,35144,35143,35145
997.8,35141,35141,35144,35142,35140,35095,35140,35142,35140,35146,35141,35143,35143,35144,35145,35145
997.9,35141,35141,35144,35142,35140,35095,35141,35143,35141,35146,35139,35143,35142,35144,35144,35145
998,35142,35141,35144,35142,35141,35096,35142,35143,35141,35146,35141,35143,35143,35144,35143,35146
998.1,35141,35142,35145,35142,35140,35096,35141,35142,35140,35146,35140,35142,35142,35144,35144,35146
998.2,35142,35142,35145,35142,35140,35096,35141,35143,35140,35147,35141,35144,35144,35144,35144,35146
998.3,35142,35142,35144,35142,35140,35095,35141,35143,35141,35146,35140,35142,35143,35144,35144,35145
998.4,35141,35142,35144,35142,35140,35095,35140,35143,35140,35146,35140,35142,35143,35144,35144,35145
998.5,35141,35142,35144,35142,35140,35096,35141,35144,35141,35146,35140,35143,35143,35144,35145,35146
998.6,35141,35142,35143,35141,35140,35095,35140,35143,35140,35146,35140,35143,35142,35144,35143,35145
998.7,35141,35142,35144,35141,35140,35096,35141,35142,35141,35146,35140,35143,35143,35144,35144,35146
998.8,35142,35141,35143,35141,35139,35095,35140,35143,35141,35146,35141,35142,35142,35145,35145,35145
998.9,35141,35142,35143,35141,35139,35096,35140,35143,35141,35146,35139,35142,35141,35143,35144,35146
999,35142,35142,35145,35142,35140,35095,35140,35143,35141,35147,35140,35142,35141,35143,35144,35145
999.1,35141,35141,35143,35141,35140,35095,35140,35143,35139,35146,35140,35143,35142,35143,35143,35145
999.2,35142,35142,35145,35141,35140,35095,35140,35142,35139,35146,35139,35142,35141,35143,35144,35145
999.3,35142,35142,35143,35141,35140,35095,35140,35142,35139,35146,35139,35142,35141,35143,35143,35145
999.4,35142,35141,35144,35140,35140,35096,35140,35143,35140,35147,35140,35142,35141,35143,35144,35146
999.5,35142,35142,35144,35141,35139,35095,35140,35143,35140,35146,35140,35142,35141,35143,35144,35145
999.6,35141,35142,35144,35141,35139,35095,35140,35143,35140,35147,35140,35143,35142,35143,35145,35145
999.7,35142,35142,35143,35141,35139,35096,35140,35143,35140,35147,35139,35142,35142,35144,35144,35146
999.8,35142,35142,35144,35141,35139,35096,35140,35142,35140,35147,35139,35142,35141,35143,35144,35146
999.9,35142,35141,35144,35141,35139,35095,35140,35142,35140,35146,35139,35142,35141,35143,35144,35145
1000,35142,35143,35146,35141,35140,35095,35140,35142,35140,35146,35138,35142,35141,35142,35144,35145
1000.1,35141,35142,35144,35141,35139,35096,35139,35142,35140,35147,35139,35141,35141,35142,35144,35146
1000.2,35141,35141,35144,35141,35140,35096,35139,35142,35140,35146,35139,35142,35142,35143,35145,35146
1000.3,35141,35141,35144,35141,35139,35095,35139,35142,35139,35146,35140,35142,35141,35142,35144,35145
1000.4,35142,35143,35145,35141,35139,35095,35140,35142,35140,35147,35139,35141,35141,35143,35144,35145
1000.5,35142,35142,35144,35141,35139,35097,35141,35143,35140,35147,35138,35142,35141,35143,35144,35147
1000.6,35142,35142,35144,35141,35139,35095,35140,35142,35140,35147,35139,35142,35142,35143,35144,35145
1000.7,35142,35141,35143,35139,35139,35095,35140,35142,35139,35146,35139,35141,35141,35142,35143,35145
1000.8,35142,35142,35144,35141,35138,35095,35139,35142,35140,35147,35138,35141,35141,35141,35144,35145
1000.9,35141,35142,35145,35140,35140,35095,35140,35142,35140,35147,35138,35142,35141,35142,35144,35145
1001,35142,35142,35144,35140,35138,35095,35139,35142,35140,35147,35139,35141,35140,35143,35144,35145
1001.1,35141,35141,35144,35140,35139,35095,35139,35141,35139,35146,35139,35142,35142,35142,35144,35145
1001.2,35142,35142,35144,35140,35139,35096,35140,35142,35139,35146,35139,35141,35140,35142,35144,35146
1001.3,35142,35142,35145,35140,35138,35095,35139,35141,35140,35147,35139,35141,35140,35142,35144,35145
1001.4,35143,35142,35145,35141,35139,35095,35139,35141,35139,35147,35138,35141,35141,35143,35144,35145
1001.5,35142,35142,35144,35140,35138,35095,35139,35142,35139,35147,35138,35140,35140,35142,35144,35145
1001.6,35142,35142,35145,35141,35139,35095,35139,35141,35139,35147,35139,35141,35140,35142,35144,35145
1001.7,35142,35142,35144,35140,35139,35096,35139,35142,35139,35147,35139,35141,35141,35142,35144,35146
1001.8,35142,35142,35144,35140,35138,35094,35139,35141,35139,35146,35137,35141,35141,35143,35144,35144
1001.9,35142,35141,35144,35140,35139,35095,35139,35142,35139,35147,35139,35142,35141,35143,35144,35145
1002,35142,35142,35144,35140,35138,35095,35138,35141,35139,35146,35138,35141,35140,35142,35144,35145
1002.1,35142,35142,35144,35140,35139,35095,35139,35141,35139,35146,35139,35141,35141,35142,35144,35145
1002.2,35142,35141,35145,35140,35139,35096,35139,35142,35139,35147,35138,35141,35140,35142,35144,35146
1002.3,35143,35142,35145,35141,35139,35095,35139,35141,35139,35147,35137,35140,35139,35141,35144,35145
1002.4,35142,35141,35145,35140,35139,35095,35138,35142,35139,35147,35138,35141,35140,35142,35144,35145
1002.5,35142,35141,35144,35142,35140,35095,35140,35143,35141,35147,35143,35142,35142,35144,35144,35145
1002.6,35142,35142,35145,35142,35140,35096,35141,35144,35142,35147,35143,35143,35143,35144,35144,35146
1002.7,35143,35142,35144,35142,35140,35095,35142,35144,35143,35147,35144,35144,35142,35145,35144,35145
1002.8,35142,35141,35144,35143,35141,35096,35142,35144,35142,35146,35144,35144,35143,35145,35144,35146
1002.9,35142,35142,35144,35143,35141,35095,35142,35144,35142,35147,35145,35144,35143,35145,35144,35145
1003,35141,35142,35145,35143,35142,35095,35142,35144,35143,35147,35144,35144,35143,35144,35144,35145
1003.1,35143,35142,35144,35144,35142,35095,35142,35144,35143,35147,35144,35144,35144,35145,35145,35145
1003.2,35142,35142,35145,35144,35142,35095,35141,35144,35143,35147,35145,35144,35145,35146,35144,35145
