time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Current,SoC,Temperature 1,Temperature 2,Temperature 3,Temperature 4,UV\OV Fault,,Temperature 1,Temperature 2,Temperature 3,Temperature 4,,,,Vin,30000
35.3,41639,41526,41580,41428,41434,41499,41500,41350,41642,41645,41614,41651,41700,41653,40698,0,0,11814,11964,10947,10869,0,,36.61013681,36.02682636,40.08233207,40.40395197,,,,,
35.4,41638,41525,41580,41428,41435,41498,41499,41351,41642,41645,41614,41649,41700,41653,40698,0,0,11839,11990,10979,10889,0,,36.51258861,35.92619584,39.95085881,40.32132813,,,,,
35.5,41639,41525,41579,41429,41434,41498,41499,41350,41641,41644,41614,41649,41700,41653,40698,0,0,11866,12013,11009,10909,0,,36.40738598,35.8372919,39.82784978,40.23881306,,,,,
35.6,41639,41526,41580,41429,41435,41499,41500,41351,41641,41646,41616,41650,41700,41653,40698,0,0,11892,12034,11039,10931,0,,36.30622543,35.75621274,39.70507805,40.14817143,,,,,
35.7,41639,41525,41580,41429,41433,41499,41499,41351,41642,41645,41615,41650,41700,41653,40698,0,0,11918,12057,11067,10954,0,,36.20520681,35.66751412,39.5907036,40.05354893,,,,,
35.8,41639,41526,41581,41428,41435,41499,41500,41351,41641,41646,41615,41650,41700,41653,40698,0,0,11945,12080,11098,10976,0,,36.10045208,35.57892189,39.46431225,39.96317284,,,,,
35.9,41640,41525,41580,41428,41434,41498,41499,41351,41641,41646,41615,41649,41700,41653,40698,0,0,11968,12104,11129,10999,0,,36.01133569,35.48659055,39.33816858,39.86882633,,,,,
36,41639,41527,41579,41427,41434,41498,41498,41350,41641,41644,41615,41651,41700,41653,40698,0,0,11991,12125,11160,11024,0,,35.9223282,35.40589452,39.2122706,39.76643437,,,,,
36.1,41639,41524,41578,41428,41435,41499,41500,41349,41642,41645,41616,41651,41700,41653,40698,0,0,12013,12146,11192,11047,0,,35.8372919,35.3252856,39.08256707,39.67237877,,,,,
36.2,41639,41525,41579,41427,41434,41499,41501,41351,41641,41645,41614,41650,41700,41653,40698,0,0,12035,12167,11224,11073,0,,35.75235406,35.24476332,38.95312115,39.56622134,,,,,
36.3,41639,41525,41579,41428,41434,41499,41499,41351,41641,41645,41614,41649,41700,41653,40698,0,0,12058,12187,11255,11099,0,,35.66366008,35.16815554,38.82796409,39.46023925,,,,,
36.4,41639,41525,41580,41428,41434,41499,41499,41350,41640,41645,41615,41650,41700,41653,40698,0,0,12080,12209,11287,11125,0,,35.57892189,35.08397675,38.69901921,39.35443133,,,,,
36.5,41638,41525,41580,41427,41434,41498,41499,41351,41642,41645,41614,41651,41700,41653,40698,0,0,12106,12232,11322,11152,0,,35.47890145,34.99607164,38.55827355,39.24473699,,,,,
36.6,41638,41525,41579,41428,41435,41498,41499,41351,41641,41646,41615,41649,41700,41653,40698,0,0,12131,12254,11357,11180,0,,35.38285453,34.91208355,38.41782595,39.13117559,,,,,
36.7,41639,41526,41579,41429,41434,41498,41499,41350,41640,41645,41614,41649,41700,41653,40698,0,0,12157,12278,11390,11207,0,,35.28309649,34.82056556,38.28567453,39.02185735,,,,,
36.8,41638,41525,41579,41428,41435,41499,41499,41350,41641,41645,41615,41650,41700,41653,40698,0,0,12184,12303,11423,11232,0,,35.17964174,34.7253505,38.15378349,38.92079967,,,,,
36.9,41638,41526,41580,41428,41434,41498,41499,41350,41641,41643,41615,41649,41700,41653,40698,0,0,12210,12326,11452,11258,0,,35.08015267,34.6378567,38.03809246,38.81586477,,,,,
37,41640,41525,41580,41428,41434,41498,41498,41351,41641,41645,41614,41649,41700,41653,40698,0,0,12238,12350,11479,11282,0,,34.9731566,34.54666445,37.93055804,38.71915023,,,,,
37.1,41639,41525,41580,41428,41434,41499,41499,41351,41642,41646,41614,41650,41700,41653,40698,0,0,12266,12373,11510,11307,0,,34.86631085,34.45937247,37.80730262,38.61855647,,,,,
37.2,41638,41526,41580,41428,41435,41498,41499,41351,41642,41646,41614,41650,41700,41653,40698,0,0,12294,12398,11541,11333,0,,34.75961431,34.36460086,37.68426998,38.51410088,,,,,
37.3,41640,41526,41580,41429,41435,41499,41498,41351,41642,41645,41614,41651,41700,41653,40698,0,0,12324,12422,11576,11361,0,,34.64546091,34.27372815,37.54562769,38.40179365,,,,,
37.4,41638,41525,41580,41427,41435,41498,41500,41351,41641,41645,41614,41648,41700,41653,40698,0,0,12351,12448,11609,11386,0,,34.5428671,34.17540137,37.41516359,38.30167897,,,,,
37.5,41639,41525,41580,41428,41435,41498,41499,41351,41642,41646,41614,41649,41700,41653,40698,0,0,12382,12473,11639,11414,0,,34.42524141,34.08097197,37.29677346,38.18972808,,,,,
37.6,41639,41526,41580,41428,41434,41498,41499,41351,41642,41646,41615,41649,41700,41653,40698,0,0,12413,12498,11671,11440,0,,34.30779306,33.98665512,37.17071306,38.08594052,,,,,
37.7,41639,41525,41580,41427,41435,41499,41498,41351,41642,41646,41614,41649,41700,41653,40698,0,0,12443,12525,11701,11467,0,,34.19430082,33.88491847,37.05273829,37.97833001,,,,,
37.8,41639,41526,41581,41427,41434,41499,41500,41351,41640,41644,41615,41650,41700,41653,40698,0,0,12475,12550,11730,11493,0,,34.07342249,33.79083331,36.9388848,37.8748666,,,,,
37.9,41639,41525,41579,41428,41435,41498,41500,41351,41643,41646,41614,41650,41700,41653,40698,0,0,12509,12576,11760,11518,0,,33.94519117,33.69310167,36.82129914,37.775531,,,,,
38,41639,41526,41579,41428,41435,41498,41499,41350,41641,41644,41614,41650,41700,41653,40698,0,0,12539,12600,11790,11544,0,,33.83221715,33.60299296,36.70390907,37.67237535,,,,,
38.1,41638,41524,41578,41428,41434,41499,41499,41350,41641,41645,41615,41650,41700,41653,40698,0,0,12570,12626,11817,11568,0,,33.71564459,33.50548827,36.59842397,37.57729265,,,,,
38.2,41639,41526,41580,41428,41435,41499,41499,41350,41641,41645,41615,41650,41700,41653,40698,0,0,12601,12652,11845,11591,0,,33.59924061,33.40810038,36.48919687,37.48629519,,,,,
38.3,41639,41526,41578,41429,41434,41498,41499,41350,41641,41645,41614,41649,41700,41653,40698,0,0,12635,12679,11872,11613,0,,33.4717639,33.30708954,36.38402859,37.39936652,,,,,
38.4,41639,41526,41579,41428,41434,41498,41499,41350,41641,41645,41614,41649,41700,41653,40698,0,0,12668,12706,11897,11636,0,,33.34822706,33.20620285,36.28678777,37.30860337,,,,,
38.5,41638,41525,41579,41429,41434,41497,41499,41351,41642,41646,41615,41650,41700,41653,40698,0,0,12701,12732,11923,11660,0,,33.22487625,33.1091692,36.18579635,37.21402054,,,,,
38.6,41638,41525,41579,41428,41433,41497,41498,41350,41641,41645,41615,41651,41700,41653,40698,0,0,12733,12761,11950,11683,0,,33.1054394,33.00107317,36.08106966,37.12349922,,,,,
38.7,41638,41525,41578,41427,41435,41498,41500,41350,41640,41645,41614,41650,41700,41653,40698,0,0,12765,12789,11977,11709,0,,32.98617439,32.89683749,35.97649374,37.02131195,,,,,
38.8,41638,41526,41579,41429,41435,41498,41499,41350,41641,41646,41614,41649,41700,41653,40698,0,0,12797,12817,12002,11735,0,,32.86707971,32.79273136,35.87979771,36.91927355,,,,,
38.9,41639,41527,41580,41429,41434,41498,41500,41351,41641,41646,41615,41650,41700,41653,40698,0,0,12829,12842,12031,11761,0,,32.74815385,32.69988811,35.76779,36.817383,,,,,
39,41639,41525,41579,41427,41434,41497,41499,41350,41641,41646,41614,41651,41700,41653,40698,0,0,12861,12869,12055,11789,0,,32.62939534,32.59973169,35.67522281,36.70781894,,,,,
39.1,41640,41525,41581,41428,41435,41498,41500,41350,41642,41645,41614,41650,41700,41653,40698,0,0,12893,12893,12077,11817,0,,32.5108027,32.5108027,35.59047139,36.59842397,,,,,
39.2,41639,41526,41580,41428,41434,41498,41500,41350,41641,41645,41613,41649,41700,41653,40698,0,0,12919,12914,12099,11842,0,,32.4145673,32.43306571,35.50581679,36.50089178,,,,,
39.3,41638,41526,41580,41428,41434,41499,41500,41352,41642,41645,41614,41651,41700,41653,40698,0,0,12949,12936,12120,11865,0,,32.30366028,32.35170245,35.42509994,36.41127962,,,,,
39.4,41640,41526,41580,41429,41433,41499,41500,41350,41641,41646,41615,41650,41700,41653,40698,0,0,12975,12955,12148,11887,0,,32.20765598,32.28149599,35.31761309,36.32566833,,,,,
39.5,41639,41526,41578,41428,41434,41497,41499,41351,41641,41646,41614,41649,41700,41653,40698,0,0,13002,12974,12173,11908,0,,32.10807145,32.21134648,35.2217728,36.24404339,,,,,
39.6,41639,41527,41580,41428,41434,41498,41500,41350,41640,41645,41614,41650,41700,41653,40698,0,0,13025,12992,12193,11927,0,,32.02332977,32.14494133,35.14518838,36.17027173,,,,,
39.7,41639,41526,41581,41429,41434,41498,41498,41351,41640,41644,41614,41650,41700,41653,40698,0,0,13049,13007,12212,11946,0,,31.93499091,32.08964236,35.07250509,36.09657518,,,,,
39.8,41638,41525,41579,41429,41434,41497,41499,41350,41640,41645,41614,41649,41700,41653,40698,0,0,13071,13025,12231,11965,0,,31.8540914,32.02332977,34.99989148,36.02295338,,,,,
39.9,41638,41526,41579,41428,41435,41499,41498,41350,41640,41644,41614,41650,41700,41653,40698,0,0,13093,13042,12248,11981,0,,31.7732658,31.96074724,34.93498021,35.96101377,,,,,
40,41639,41526,41579,41427,41434,41498,41499,41351,41642,41645,41615,41650,41700,41653,40698,0,0,13114,13060,12264,12000,0,,31.69618262,31.89453189,34.87393773,35.88752869,,,,,
40.1,41638,41526,41579,41429,41433,41498,41498,41350,41641,41645,41615,41650,41700,41653,40698,0,0,13137,13077,12282,12018,0,,31.6118345,31.83204074,34.8053232,35.81797922,,,,,
40.2,41639,41526,41579,41428,41435,41498,41499,41351,41641,41646,41615,41650,41700,41653,40698,0,0,13156,13096,12304,12034,0,,31.54221544,31.76224983,34.72154436,35.75621274,,,,,
