time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Current,SoC,Temperature 1,Temperature 2,Temperature 3,Temperature 4,UV\OV Fault,,Temperature 1,Temperature 2,Temperature 3,Temperature 4,,,,Vin,30000
21.1,41639,41526,41581,41429,41436,41499,41500,41352,41642,41646,41615,41651,41700,41653,40698,0,0,5952,6305,4219,4880,1,,66.1698257,63.75740632,80.64574743,74.49688666,,,,,
21.2,41639,41526,41581,41428,41436,41499,41499,41350,41642,41646,41615,41651,41700,41653,40698,0,0,6006,6358,4274,4930,1,,65.79172545,63.40676517,80.09615289,74.06814757,,,,,
21.3,41639,41525,41579,41429,41434,41498,41499,41352,41642,41646,41615,41651,41700,41653,40698,0,0,6057,6408,4326,4980,1,,65.43772966,63.07858811,79.58347841,73.64393141,,,,,
21.4,41640,41525,41578,41429,41434,41499,41499,41350,41641,41645,41615,41650,41700,41653,40698,0,0,6109,6455,4379,5031,1,,65.07983151,62.77237665,79.06769752,73.21578499,,,,,
21.5,41640,41525,41579,41429,41434,41499,41499,41351,41641,41645,41615,41651,41700,41653,40698,0,0,6159,6501,4433,5083,1,,64.73853735,62.47477908,78.54900706,72.78387132,,,,,
21.6,41638,41525,41579,41428,41435,41499,41500,41351,41641,41645,41616,41650,41700,41653,40698,0,0,6205,6549,4485,5135,1,,64.42695991,62.16641946,78.05586195,72.35652391,,,,,
21.7,41640,41526,41580,41429,41434,41499,41499,41351,41642,41647,41614,41649,41700,41653,40698,0,0,6254,6594,4535,5189,1,,64.09756096,61.87931883,77.58739345,71.91746203,,,,,
21.8,41639,41527,41581,41428,41434,41499,41499,41351,41642,41646,41615,41651,41700,41653,40698,0,0,6302,6639,4583,5242,1,,63.77734038,61.59410993,77.14280024,71.49110198,,,,,
21.9,41638,41526,41579,41428,41434,41498,41499,41351,41641,41646,41615,41651,41700,41653,40698,0,0,6349,6684,4634,5294,1,,63.46610539,61.31076337,76.67579988,71.07708755,,,,,
22,41638,41526,41579,41429,41436,41499,41499,41351,41642,41646,41615,41650,41700,41653,40698,0,0,6396,6729,4685,5347,1,,63.15712145,61.02925038,76.21420892,70.65939717,,,,,
22.1,41639,41526,41579,41428,41434,41498,41500,41350,41641,41646,41615,41650,41700,41653,40698,0,0,6444,6772,4736,5400,1,,62.84384758,60.76193632,75.75789584,70.24593773,,,,,
22.2,41638,41526,41580,41428,41435,41499,41499,41351,41641,41645,41615,41650,41700,41653,40698,0,0,6491,6819,4791,5454,1,,62.53929932,60.47161313,75.27156256,69.82893199,,,,,
22.3,41639,41525,41581,41428,41434,41498,41498,41351,41642,41646,41614,41649,41700,41653,40698,0,0,6538,6865,4845,5508,1,,62.23689074,60.1893167,74.79975129,69.41612578,,,,,
22.4,41639,41525,41579,41426,41434,41499,41500,41351,41642,41645,41614,41651,41700,41653,40698,0,0,6581,6911,4899,5563,1,,61.96206339,59.90882162,74.3334264,68.99989608,,,,,
22.5,41639,41526,41578,41429,41434,41499,41500,41350,41641,41646,41615,41651,41700,41653,40698,0,0,6624,6955,4949,5617,1,,61.6889712,59.64218206,73.90641822,68.59528736,,,,,
22.6,41639,41526,41579,41429,41434,41499,41500,41351,41643,41646,41615,41650,41700,41653,40698,0,0,6668,7001,5000,5671,1,,61.41129727,59.36513199,73.47548847,68.19460706,,,,,
22.7,41639,41526,41580,41427,41434,41498,41500,41351,41641,41645,41614,41651,41700,41653,40698,0,0,6711,7047,5052,5726,1,,61.14163736,59.08980323,73.04080186,67.79045775,,,,,
22.8,41638,41526,41580,41428,41435,41499,41500,41351,41641,41646,41615,41648,41700,41653,40698,0,0,6757,7090,5102,5781,1,,60.8549997,58.83396432,72.62720129,67.39020977,,,,,
22.9,41639,41525,41580,41428,41435,41499,41497,41350,41641,41645,41615,41652,41700,41653,40698,0,0,6801,7137,5155,5835,1,,60.58257341,58.55599649,72.19335334,67.00095354,,,,,
23,41639,41526,41579,41428,41435,41498,41499,41351,41642,41646,41615,41651,41700,41653,40698,0,0,6845,7184,5203,5885,1,,60.3118313,58.27974708,71.80440286,66.64374529,,,,,
23.1,41639,41526,41579,41427,41435,41499,41499,41350,41642,41646,41615,41650,41700,41653,40698,0,0,6892,7229,5253,5937,1,,60.02446171,58.01683918,71.40316999,66.27546167,,,,,
23.2,41638,41525,41579,41427,41433,41498,41499,41350,41641,41645,41616,41650,41700,41653,40698,0,0,6938,7277,5303,5989,1,,59.74501104,57.73808884,71.00585666,65.91038987,,,,,
23.3,41638,41526,41578,41429,41434,41498,41500,41351,41642,41646,41615,41650,41700,41653,40698,0,0,6983,7320,5351,6040,1,,59.47333644,57.4898304,70.62804627,65.55539748,,,,,
23.4,41639,41526,41580,41429,41435,41499,41499,41350,41641,41646,41615,41650,41700,41653,40698,0,0,7030,7366,5402,6092,1,,59.1913563,57.22575224,70.23041708,65.19650273,,,,,
23.5,41638,41525,41578,41429,41434,41497,41500,41351,41641,41645,41614,41650,41700,41653,40698,0,0,7078,7414,5458,6141,1,,58.90521341,56.9518224,69.79821089,64.86108599,,,,,
23.6,41639,41526,41579,41428,41434,41499,41499,41351,41642,41645,41615,41651,41700,41653,40698,0,0,7128,7462,5513,6192,1,,58.60909053,56.67953246,69.37811211,64.51478237,,,,,
23.7,41639,41525,41578,41428,41433,41499,41500,41351,41641,41645,41614,41650,41700,41653,40698,0,0,7178,7510,5566,6241,1,,58.31491819,56.40885779,68.97731329,64.18470382,,,,,
23.8,41638,41526,41581,41429,41435,41499,41499,41351,41641,41646,41617,41651,41700,41653,40698,0,0,7225,7552,5620,6290,1,,58.04014653,56.17332351,68.57292507,63.85717001,,,,,
23.9,41639,41526,41579,41429,41433,41498,41499,41351,41642,41646,41615,41650,41700,41653,40698,0,0,7275,7594,5671,6340,1,,57.74966905,55.93899159,68.19460706,63.52552815,,,,,
24,41638,41526,41578,41428,41434,41499,41500,41352,41642,41645,41615,41651,41700,41653,40698,0,0,7325,7638,5720,6390,1,,57.46105149,55.69477365,67.83435565,63.19644219,,,,,
24.1,41638,41525,41580,41427,41434,41498,41499,41351,41642,41645,41615,41649,41700,41653,40698,0,0,7372,7684,5772,6440,1,,57.19142047,55.44082843,67.45544147,62.86986652,,,,,
24.2,41639,41526,41580,41427,41433,41500,41499,41351,41642,41645,41614,41651,41700,41653,40698,0,0,7421,7733,5823,6492,1,,56.9120119,55.17184413,67.08714088,62.53284294,,,,,
24.3,41638,41525,41581,41428,41434,41497,41499,41350,41642,41646,41614,41650,41700,41653,40698,0,0,7472,7782,5874,6542,1,,56.6230095,54.90440754,66.72206912,62.21125151,,,,,
24.4,41639,41525,41580,41428,41434,41499,41499,41351,41641,41645,41614,41650,41700,41653,40698,0,0,7522,7831,5926,6588,1,,56.34143867,54.63849572,66.35309781,61.91748897,,,,,
24.5,41639,41525,41580,41428,41434,41498,41499,41350,41641,41646,41615,41651,41700,41653,40698,0,0,7573,7883,5980,6636,1,,56.05600824,54.35794615,65.97334831,61.6130656,,,,,
24.6,41639,41525,41579,41428,41434,41499,41499,41351,41641,41645,41615,41651,41700,41653,40698,0,0,7624,7934,6034,6680,1,,55.77233915,54.08440972,65.59700599,61.33587506,,,,,
24.7,41638,41525,41579,41428,41435,41498,41499,41351,41642,41646,41614,41650,41700,41653,40698,0,0,7674,7982,6088,6724,1,,55.49591545,53.82840533,65.22400174,61.06043994,,,,,
24.8,41638,41526,41579,41428,41434,41498,41499,41351,41642,41646,41616,41651,41700,41653,40698,0,0,7724,8031,6138,6767,1,,55.22113269,53.5684884,64.88154533,60.79293543,,,,,
24.9,41639,41525,41579,41429,41435,41499,41499,41350,41641,41645,41614,41650,41700,41653,40698,0,0,7776,8081,6188,6813,1,,54.9370725,53.30472538,64.54184131,60.50856868,,,,,
25,41639,41525,41578,41428,41434,41499,41499,41351,41641,41646,41615,41650,41700,41653,40698,0,0,7827,8129,6237,6859,1,,54.66014619,53.05287878,64.211553,60.22603522,,,,,
25.1,41638,41526,41579,41429,41434,41498,41499,41351,41641,41645,41614,41650,41700,41653,40698,0,0,7875,8176,6291,6907,1,,54.40099856,52.80755715,63.85051182,59.93314169,,,,,
25.2,41639,41525,41578,41428,41435,41498,41500,41350,41641,41645,41614,41651,41700,41653,40698,0,0,7921,8225,6343,6955,1,,54.1539839,52.55312401,63.50571138,59.64218206,,,,,
25.3,41638,41526,41579,41429,41435,41499,41499,41350,41642,41646,41615,41650,41700,41653,40698,0,0,7967,8269,6404,7003,1,,53.90825778,52.32579278,63.1047499,59.35312557,,,,,
25.4,41639,41525,41580,41427,41434,41499,41498,41351,41642,41645,41616,41651,41700,41653,40698,0,0,8012,8313,6465,7050,1,,53.66910344,52.09952537,62.70750611,59.07190618,,,,,
25.5,41638,41526,41581,41429,41435,41498,41499,41350,41642,41645,41615,41650,41700,41653,40698,0,0,8055,8357,6526,7093,1,,53.44169964,51.87430831,62.31389999,58.81616984,,,,,
25.6,41638,41525,41579,41429,41435,41499,41499,41351,41642,41646,41615,41650,41700,41653,40698,0,0,8097,8400,6587,7141,1,,53.22062881,51.65521189,61.92385393,58.53241937,,,,,
25.7,41638,41525,41579,41427,41434,41498,41498,41350,41642,41646,41614,41649,41700,41653,40698,0,0,8142,8446,6657,7191,1,,52.98489809,51.4219124,61.48054945,58.23874897,,,,,
25.8,41638,41526,41579,41429,41435,41497,41499,41351,41641,41645,41615,41650,41700,41653,40698,0,0,8186,8488,6723,7238,1,,52.75552255,51.20986511,61.06668053,57.96444179,,,,,
25.9,41639,41525,41580,41429,41435,41499,41499,41350,41642,41646,41614,41649,41700,41653,40698,0,0,8230,8530,6785,7286,1,,52.52723691,50.9987279,60.68144132,57.68601465,,,,,
26,41637,41526,41580,41428,41434,41499,41499,41350,41641,41646,41614,41651,41700,41653,40698,0,0,8275,8572,6849,7334,1,,52.29487579,50.78848993,60.28730103,57.40929556,,,,,
26.1,41638,41526,41579,41427,41434,41498,41500,41351,41640,41645,41615,41650,41700,41653,40698,0,0,8322,8613,6910,7385,0,,52.05337323,50.58411481,59.91490038,57.11712399,,,,,
26.2,41638,41526,41579,41428,41434,41498,41499,41350,41641,41646,41614,41650,41700,41653,40698,0,0,8371,8654,6974,7438,0,,51.80286644,50.38057669,59.52753799,56.81547399,,,,,
26.3,41639,41525,41581,41428,41435,41498,41499,41351,41641,41646,41614,41649,41700,41653,40698,0,0,8425,8698,7039,7487,0,,51.52828074,50.16306567,59.13756399,56.53835604,,,,,
26.4,41639,41525,41579,41428,41435,41498,41499,41351,41641,41645,41614,41650,41700,41653,40698,0,0,8484,8747,7107,7537,0,,51.23002071,49.92194464,58.73322273,56.25730405,,,,,
26.5,41637,41526,41581,41430,41434,41500,41501,41350,41642,41645,41614,41651,41700,41653,40698,0,0,8545,8802,7173,7586,0,,50.92354024,49.65266921,58.34424855,55.98353427,,,,,
26.6,41638,41525,41580,41429,41435,41498,41499,41350,41641,41645,41615,41650,41700,41653,40698,0,0,8604,8858,7234,7636,0,,50.6289056,49.37996534,57.98772198,55.70584645,,,,,
26.7,41638,41526,41581,41428,41434,41498,41500,41349,41641,41645,41615,41650,41700,41653,40698,0,0,8667,8914,7292,7689,0,,50.31621342,49.10871939,57.65133189,55.41330947,,,,,
26.8,41637,41526,41580,41428,41435,41498,41499,41351,41642,41646,41615,41650,41700,41653,40698,0,0,8725,8973,7349,7740,0,,50.0300597,48.82449488,57.32316701,55.13354468,,,,,
26.9,41638,41526,41580,41428,41434,41499,41500,41351,41641,41646,41614,41650,41700,41653,40698,0,0,8787,9033,7411,7792,0,,49.72596538,48.53706062,56.96889471,54.85001672,,,,,
27,41638,41526,41579,41428,41434,41501,41499,41350,41641,41645,41614,41651,41700,41653,40698,0,0,8855,9091,7466,7841,0,,49.39453731,48.26072366,56.65691487,54.58441331,,,,,
27.1,41639,41526,41580,41429,41434,41498,41499,41349,41641,41645,41615,41650,41700,41653,40698,0,0,8920,9152,7520,7890,0,,49.07974286,47.97167545,56.3526683,54.32030763,,,,,
27.2,41638,41525,41579,41428,41435,41499,41499,41351,41642,41646,41615,41650,41700,41653,40698,0,0,8979,9208,7575,7941,0,,48.79567894,47.70772512,56.04485096,54.04698918,,,,,
27.3,41638,41526,41579,41430,41435,41497,41498,41350,41641,41646,41614,41651,41700,41653,40698,0,0,9034,9263,7635,7989,0,,48.53228363,47.44977745,55.71138386,53.79118694,,,,,
27.4,41638,41525,41579,41427,41435,41498,41499,41351,41642,41646,41614,41650,41700,41653,40698,0,0,9088,9317,7693,8041,0,,48.27498078,47.19774437,55.39130607,53.51561864,,,,,
27.5,41639,41526,41578,41429,41435,41499,41499,41350,41640,41645,41616,41651,41700,41653,40698,0,0,9140,9369,7749,8092,0,,48.02841049,46.95617615,55.08434884,53.24689306,,,,,
27.6,41640,41525,41581,41429,41435,41499,41499,41350,41640,41645,41615,41650,41700,41653,40698,0,0,9192,9420,7807,8145,0,,47.78300347,46.7203156,54.76854915,52.96922394,,,,,
27.7,41638,41525,41580,41427,41434,41497,41499,41351,41642,41646,41615,41650,41700,41653,40698,0,0,9242,9471,7864,8197,0,,47.548117,46.48549244,54.46026017,52.69834951,,,,,
27.8,41639,41525,41578,41427,41435,41498,41498,41351,41641,41645,41614,41651,41700,41653,40698,0,0,9289,9522,7923,8249,0,,47.32827783,46.25169262,54.1432735,52.42899246,,,,,
27.9,41639,41526,41580,41428,41434,41497,41499,41350,41641,41645,41615,41652,41700,41653,40698,0,0,9336,9568,7982,8298,0,,47.10935133,46.04168061,53.82840533,52.17654331,,,,,
28,41639,41525,41581,41428,41435,41498,41500,41350,41640,41645,41615,41650,41700,41653,40698,0,0,9376,9613,8037,8348,0,,46.92374119,45.83701914,53.53675948,51.92029063,,,,,
28.1,41638,41526,41579,41429,41434,41499,41499,41351,41642,41645,41614,41650,41700,41653,40698,0,0,9422,9657,8092,8396,0,,46.71108739,45.6376475,53.24689306,51.6755515,,,,,
28.2,41639,41526,41579,41427,41433,41497,41500,41352,41641,41646,41615,41649,41700,41653,40698,0,0,9468,9698,8146,8446,0,,46.4992771,45.452522,52.96400036,51.4219124,,,,,
28.3,41638,41525,41578,41427,41435,41498,41498,41351,41641,41646,41615,41651,41700,41653,40698,0,0,9512,9740,8199,8495,0,,46.29745573,45.26352676,52.68796171,51.17461267,,,,,
28.4,41640,41526,41579,41428,41433,41498,41498,41351,41640,41646,41615,41651,41700,41653,40698,0,0,9558,9784,8253,8542,0,,46.08726605,45.06622466,52.40833488,50.93856862,,,,,
28.5,41638,41526,41579,41429,41434,41499,41500,41352,41642,41646,41614,41650,41700,41653,40698,0,0,9599,9823,8304,8589,0,,45.90060896,44.89192953,52.14572145,50.70364683,,,,,
28.6,41638,41526,41579,41429,41434,41499,41500,41350,41642,41645,41614,41650,41700,41653,40698,0,0,9639,9860,8354,8637,0,,45.71912053,44.72707656,51.88963092,50.46486959,,,,,
28.7,41638,41526,41580,41429,41434,41499,41499,41350,41640,41646,41615,41649,41700,41653,40698,0,0,9680,9900,8402,8684,0,,45.53371954,44.54940354,51.64504526,50.23217108,,,,,
28.8,41638,41526,41579,41428,41433,41497,41499,41351,41641,41645,41615,41651,41700,41653,40698,0,0,9720,9938,8450,8731,0,,45.35344347,44.38113473,51.40167791,50.00055068,,,,,
28.9,41639,41526,41579,41428,41434,41499,41499,41350,41641,41646,41615,41651,41700,41653,40698,0,0,9760,9975,8502,8776,0,,45.17375657,44.21777654,51.13938546,49.77978369,,,,,
29,41638,41525,41580,41428,41435,41499,41500,41351,41641,41645,41615,41649,41700,41653,40698,0,0,9799,10015,8556,8824,0,,44.99912321,44.04170328,50.86847523,49.54536022,,,,,
29.1,41639,41527,41579,41429,41435,41500,41499,41351,41641,41645,41615,41649,41700,41653,40698,0,0,9839,10052,8604,8870,0,,44.82058183,43.87932107,50.6289056,49.32171924,,,,,
29.2,41639,41526,41580,41428,41435,41499,41500,41350,41641,41645,41614,41649,41700,41653,40698,0,0,9875,10092,8658,8917,0,,44.66038295,43.70429237,50.36076376,49.09422907,,,,,
29.3,41638,41526,41580,41427,41433,41499,41500,41351,41642,41646,41614,41649,41700,41653,40698,0,0,9911,10130,8708,8961,0,,44.50064222,43.53851018,50.11376302,48.88217543,,,,,
29.4,41638,41525,41579,41427,41434,41499,41500,41350,41642,41645,41616,41652,41700,41653,40698,0,0,9951,10166,8755,9002,0,,44.3236846,43.38189396,49.88268769,48.68536754,,,,,
29.5,41638,41525,41579,41429,41435,41499,41500,41351,41641,41645,41614,41651,41700,41653,40698,0,0,9993,10208,8805,9043,0,,44.13847573,43.19971143,49.63802274,48.48931066,,,,,
29.6,41639,41526,41579,41428,41435,41500,41499,41351,41642,41646,41615,41650,41700,41653,40698,0,0,10030,10251,8851,9081,0,,43.97581668,43.01378342,49.41397313,48.30826267,,,,,
29.7,41638,41526,41581,41428,41434,41499,41500,41351,41641,41647,41615,41651,41700,41653,40698,0,0,10067,10293,8899,9120,0,,43.81362233,42.83275144,49.18123288,48.12310665,,,,,
29.8,41637,41525,41578,41427,41434,41499,41498,41351,41642,41646,41614,41651,41700,41653,40698,0,0,10105,10334,8947,9156,0,,43.64752338,42.6565692,48.94955165,47.9527775,,,,,
29.9,41639,41526,41579,41429,41435,41498,41500,41350,41642,41647,41615,41651,41700,41653,40698,0,0,10141,10373,8997,9194,0,,43.49060994,42.48947062,48.70932812,47.77358775,,,,,
30,41639,41526,41579,41428,41434,41499,41500,41351,41641,41646,41616,41651,41700,41653,40698,0,0,10177,10414,9046,9231,0,,43.33412388,42.31431205,48.47499429,47.59970178,,,,,
30.1,41638,41525,41578,41427,41434,41499,41500,41351,41641,41646,41615,41651,41700,41653,40698,0,0,10210,10452,9091,9270,0,,43.19105038,42.15243127,48.26072366,47.41703843,,,,,
30.2,41640,41526,41579,41428,41434,41499,41500,41350,41641,41647,41615,41650,41700,41653,40698,0,0,10245,10494,9129,9311,0,,43.03969114,41.97402138,48.08047202,47.22568868,,,,,
30.3,41639,41525,41579,41427,41436,41499,41500,41350,41642,41646,41616,41650,41700,41653,40698,0,0,10280,10534,9172,9350,0,,42.88872511,41.80460088,47.87725417,47.04431389,,,,,
30.4,41639,41525,41578,41428,41434,41498,41499,41349,41641,41645,41614,41650,41700,41653,40698,0,0,10317,10575,9216,9388,0,,42.72955606,41.63143946,47.67012652,46.86818438,,,,,
30.5,41638,41525,41579,41430,41435,41497,41498,41350,41642,41646,41615,41650,41700,41653,40698,0,0,10352,10617,9257,9430,0,,42.57938778,41.45456833,47.4778557,46.67419052,,,,,
30.6,41639,41526,41580,41428,41434,41498,41499,41351,41641,41646,41614,41649,41700,41653,40698,0,0,10389,10658,9293,9468,0,,42.42105426,41.28240459,47.30961042,46.4992771,,,,,
30.7,41638,41525,41580,41428,41434,41499,41500,41351,41641,41645,41614,41651,41700,41653,40698,0,0,10427,10700,9332,9507,0,,42.25888208,41.10654461,47.12794813,46.32035187,,,,,
30.8,41638,41525,41579,41428,41433,41499,41499,41350,41642,41646,41614,41650,41700,41653,40698,0,0,10465,10739,9371,9549,0,,42.09715208,40.94369702,46.946907,46.1283258,,,,,
30.9,41638,41525,41580,41428,41434,41499,41499,41351,41641,41645,41616,41650,41700,41653,40698,0,0,10501,10780,9411,9590,0,,41.94433817,40.77296164,46.76186226,45.94152747,,,,,
31,41640,41527,41579,41429,41435,41498,41499,41351,41641,41645,41615,41650,41700,41653,40698,0,0,10539,10821,9451,9630,0,,41.78345693,40.60269631,46.57745721,45.75990272,,,,,
31.1,41638,41525,41579,41427,41433,41498,41499,41351,41641,41646,41614,41653,41700,41653,40698,0,0,10575,10859,9492,9670,0,,41.63143946,40.44530486,46.38909879,45.57888135,,,,,
31.2,41639,41525,41580,41429,41433,41499,41500,41351,41642,41645,41614,41650,41700,41653,40698,0,0,10613,10896,9531,9709,0,,41.47139095,40.29243551,46.21053901,45.40296039,,,,,
31.3,41639,41526,41580,41428,41434,41498,41500,41351,41640,41645,41615,41651,41700,41653,40698,0,0,10648,10933,9572,9752,0,,41.32435083,40.13993775,46.02345718,45.20964711,,,,,
31.4,41638,41525,41579,41429,41434,41498,41499,41351,41642,41647,41613,41650,41700,41653,40698,0,0,10683,10967,9615,9795,0,,41.17766507,40.00012928,45.82794094,45.01700898,,,,,
31.5,41639,41526,41578,41428,41434,41499,41499,41350,41641,41645,41615,41650,41700,41653,40698,0,0,10716,11002,9656,9837,0,,41.03968307,39.85653059,45.64217059,44.82949529,,,,,
31.6,41639,41526,41579,41428,41433,41497,41499,41350,41641,41645,41614,41650,41700,41653,40698,0,0,10750,11035,9701,9877,0,,40.89784355,39.72143397,45.43900075,44.65149649,,,,,
31.7,41638,41526,41579,41429,41435,41499,41499,41350,41641,41646,41614,41651,41700,41653,40698,0,0,10781,11065,9743,9917,0,,40.76880325,39.59886643,45.25005191,44.474063,,,,,
31.8,41639,41524,41580,41429,41436,41498,41500,41351,41641,41645,41614,41651,41700,41653,40698,0,0,10815,11097,9784,9955,0,,40.62758402,39.46838552,45.06622466,44.30601943,,,,,
31.9,41638,41526,41578,41427,41435,41498,41498,41350,41641,41645,41615,41650,41700,41653,40698,0,0,10848,11127,9823,9991,0,,40.49082468,39.34629944,44.89192953,44.14728144,,,,,
32,41638,41525,41580,41428,41434,41498,41499,41350,41641,41645,41614,41650,41700,41653,40698,0,0,10880,11156,9860,10026,0,,40.35849537,39.22850176,44.72707656,43.99337896,,,,,
32.1,41639,41525,41581,41429,41434,41499,41500,41351,41642,41646,41615,41652,41700,41653,40698,0,0,10909,11185,9896,10061,0,,40.23881306,39.11091763,44.56714546,43.83989273,,,,,
32.2,41638,41526,41580,41428,41435,41499,41500,41351,41642,41646,41615,41650,41700,41653,40698,0,0,10937,11210,9932,10092,0,,40.12347362,39.00972217,44.40766998,43.70429237,,,,,
32.3,41639,41525,41580,41429,41434,41497,41499,41351,41641,41645,41614,41650,41700,41653,40698,0,0,10964,11236,9966,10123,0,,40.01245289,38.90464492,44.25746876,43.56901298,,,,,
32.4,41638,41526,41579,41427,41434,41498,41498,41350,41641,41646,41615,41650,41700,41653,40698,0,0,10992,11261,9997,10155,0,,39.89752564,38.80376768,44.12086843,43.42970369,,,,,
32.5,41638,41525,41579,41427,41435,41499,41499,41350,41642,41645,41615,41650,41700,41653,40698,0,0,11022,11285,10030,10188,0,,39.77461967,38.70707088,43.97581668,43.28639334,,,,,
32.6,41640,41526,41581,41429,41435,41498,41499,41351,41642,41646,41615,41649,41700,41653,40698,0,0,11051,11312,10063,10221,0,,39.6560354,38.59845606,43.83113459,43.14343775,,,,,
32.7,41639,41525,41579,41428,41434,41498,41499,41351,41641,41646,41614,41650,41700,41653,40698,0,0,11081,11340,10096,10252,0,,39.53359284,38.48600629,43.68681898,43.00946659,,,,,
32.8,41639,41525,41580,41429,41435,41499,41499,41351,41641,41646,41614,41651,41700,41653,40698,0,0,11110,11366,10133,10280,0,,39.41545317,38.3817587,43.52544252,42.88872511,,,,,
32.9,41639,41526,41580,41428,41435,41500,41500,41351,41641,41645,41615,41649,41700,41653,40698,0,0,11137,11392,10166,10306,0,,39.30565533,38.27767374,43.38189396,42.77683135,,,,,
33,41639,41526,41580,41428,41435,41498,41498,41350,41640,41645,41614,41650,41700,41653,40698,0,0,11166,11417,10197,10330,0,,39.18793147,38.17774441,43.24737039,42.67373441,,,,,
33.1,41639,41526,41581,41429,41434,41498,41498,41351,41641,41645,41615,41650,41700,41653,40698,0,0,11196,11443,10226,10355,0,,39.06637228,38.07397532,43.12180857,42.56653406,,,,,
33.2,41639,41524,41579,41427,41434,41498,41499,41350,41641,41644,41615,41650,41700,41653,40698,0,0,11224,11471,10255,10380,0,,38.95312115,37.96240228,42.99651802,42.4595287,,,,,
33.3,41639,41526,41579,41428,41434,41498,41498,41350,41641,41645,41615,41649,41700,41653,40698,0,0,11252,11498,10285,10404,0,,38.84006564,37.85498787,42.86719042,42.35698582,,,,,
33.4,41640,41527,41581,41429,41434,41498,41499,41351,41641,41646,41615,41650,41700,41653,40698,0,0,11281,11523,10315,10425,0,,38.72317717,37.75568126,42.73814873,42.26740639,,,,,
33.5,41638,41525,41578,41427,41433,41498,41499,41350,41642,41646,41614,41649,41700,41653,40698,0,0,11305,11548,10345,10448,0,,38.62659834,37.65651906,42.60939073,42.16945059,,,,,
33.6,41639,41525,41580,41428,41434,41498,41498,41351,41641,41646,41614,41650,41700,41653,40698,0,0,11332,11571,10377,10468,0,,38.51811536,37.56541658,42.47235909,42.08440263,,,,,
33.7,41640,41526,41581,41429,41434,41497,41499,41350,41641,41646,41614,41650,41700,41653,40698,0,0,11357,11596,10413,10491,0,,38.41782595,37.46652904,42.31857805,41.98674727,,,,,
33.8,41639,41526,41581,41429,41434,41498,41499,41351,41642,41646,41615,41651,41700,41653,40698,0,0,11383,11620,10446,10511,0,,38.31368482,37.37173034,42.17796208,41.90195911,,,,,
33.9,41638,41525,41579,41428,41435,41499,41499,41350,41641,41646,41615,41651,41700,41653,40698,0,0,11412,11643,10480,10533,0,,38.19771838,37.28100339,42.03343207,41.80883056,,,,,
34,41639,41526,41581,41428,41434,41499,41500,41350,41641,41646,41614,41650,41700,41653,40698,0,0,11440,11668,10516,10555,0,,38.08594052,37.18252152,41.88078083,41.71584622,,,,,
34.1,41639,41525,41579,41428,41435,41498,41499,41350,41640,41645,41615,41650,41700,41653,40698,0,0,11470,11693,10552,10580,0,,37.96638386,37.08417874,41.72851744,41.61035622,,,,,
34.2,41639,41525,41578,41427,41434,41498,41499,41349,41641,41646,41614,41649,41700,41653,40698,0,0,11499,11719,10591,10607,0,,37.85101282,36.98204885,41.56399898,41.49663364,,,,,
34.3,41638,41525,41579,41427,41434,41498,41500,41350,41641,41644,41614,41650,41700,41653,40698,0,0,11530,11743,10627,10634,0,,37.72790133,36.88790691,41.41253217,41.38312417,,,,,
34.4,41639,41526,41580,41429,41435,41498,41499,41350,41641,41645,41615,41649,41700,41653,40698,0,0,11558,11768,10661,10658,0,,37.61689441,36.78997606,41.26982635,41.28240459,,,,,
34.5,41638,41525,41579,41428,41434,41497,41499,41350,41640,41645,41615,41649,41700,41653,40698,0,0,11590,11793,10696,10680,0,,37.49024909,36.69218076,41.1232714,41.19022433,,,,,
34.6,41638,41526,41578,41427,41434,41498,41499,41351,41641,41645,41613,41649,41700,41653,40698,0,0,11621,11816,10729,10705,0,,37.36778322,36.60232803,40.98541167,41.08564254,,,,,
34.7,41638,41526,41579,41427,41435,41498,41498,41350,41641,41645,41615,41650,41700,41653,40698,0,0,11651,11836,10761,10727,0,,37.249474,36.52428735,40.85202417,40.99375799,,,,,
34.8,41638,41526,41580,41428,41434,41498,41498,41350,41642,41645,41615,41649,41700,41653,40698,0,0,11682,11857,10795,10750,0,,37.12743249,36.44243635,40.71061518,40.89784355,,,,,
34.9,41640,41526,41580,41428,41435,41499,41499,41351,41642,41645,41614,41650,41700,41653,40698,0,0,11710,11876,10828,10775,0,,37.01738465,36.36846122,40.57367324,40.79375776,,,,,
35,41639,41525,41580,41428,41435,41498,41498,41351,41642,41645,41614,41650,41700,41653,40698,0,0,11737,11895,10858,10801,0,,36.91143057,36.29456221,40.44944165,40.68569415,,,,,
35.1,41639,41525,41579,41427,41435,41499,41499,41350,41641,41646,41614,41649,41700,41653,40698,0,0,11763,11917,10888,10825,0,,36.80955136,36.20908953,40.32545674,40.58611004,,,,,
35.2,41638,41525,41580,41428,41435,41499,41499,41350,41641,41645,41615,41651,41700,41653,40698,0,0,11788,11941,10918,10848,0,,36.71172902,36.11596175,40.20171661,40.49082468,,,,,
