time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Current,SoC,Temperature 1,Temperature 2,Temperature 3,Temperature 4,UV\OV Fault,,
202.2,41472,41373,41422,41295,41298,41346,41348,41225,41460,41466,41430,41469,41516,41480,39879,0,0,60,60,58,58,0,,
202.3,41472,41374,41424,41296,41297,41345,41349,41224,41461,41466,41431,41470,41517,41481,39879,0,0,59,60,57,57,0,,
202.4,41472,41372,41422,41294,41294,41346,41349,41223,41459,41464,41430,41469,41516,41480,39879,0,0,60,60,57,57,0,,
202.5,41472,41372,41422,41294,41297,41346,41349,41224,41459,41466,41429,41467,41514,41478,39879,0,0,61,60,58,57,0,,
202.6,41471,41372,41421,41293,41297,41345,41348,41224,41459,41465,41430,41468,41515,41479,39879,0,0,61,61,57,58,0,,
202.7,41472,41372,41421,41293,41295,41346,41349,41223,41459,41463,41429,41467,41514,41478,39879,0,0,60,59,58,58,0,,
202.8,41471,41372,41421,41294,41295,41344,41348,41222,41459,41465,41430,41467,41514,41478,39879,0,0,61,60,58,58,0,,
202.9,41470,41373,41422,41294,41295,41345,41347,41223,41458,41465,41429,41467,41514,41478,39879,0,0,60,61,59,58,0,,
203,41472,41372,41421,41293,41294,41346,41350,41224,41460,41465,41428,41468,41515,41479,39879,0,0,59,61,58,57,0,,
203.1,41470,41372,41421,41293,41296,41344,41347,41223,41458,41464,41428,41466,41513,41477,39879,0,0,60,60,59,57,0,,
203.2,41470,41372,41421,41294,41295,41344,41347,41223,41459,41463,41427,41468,41515,41479,39879,0,0,60,60,58,58,0,,
203.3,41470,41372,41421,41293,41295,41344,41346,41223,41458,41464,41427,41465,41512,41476,39879,0,0,60,61,58,57,0,,
203.4,41470,41372,41420,41293,41294,41344,41347,41223,41458,41464,41428,41466,41513,41477,39879,0,0,61,61,58,57,0,,
203.5,41470,41371,41420,41293,41295,41345,41346,41223,41459,41462,41428,41467,41514,41478,39879,0,0,60,60,58,58,0,,
203.6,41470,41371,41421,41293,41295,41344,41346,41221,41457,41462,41428,41466,41513,41477,39879,0,0,60,59,58,57,0,,
203.7,41470,41371,41420,41291,41294,41342,41346,41222,41458,41463,41426,41467,41514,41478,39879,0,0,59,61,58,57,0,,
203.8,41470,41370,41420,41294,41295,41344,41346,41223,41458,41463,41427,41466,41513,41477,39879,0,0,60,61,59,58,0,,
203.9,41469,41370,41419,41292,41294,41342,41347,41223,41457,41463,41427,41466,41513,41477,39879,0,0,60,59,60,59,0,,
204,41470,41371,41419,41292,41293,41342,41346,41222,41457,41462,41427,41466,41513,41477,39879,0,0,60,60,58,58,0,,
204.1,41470,41371,41420,41291,41294,41344,41347,41222,41457,41462,41426,41464,41511,41475,39879,0,0,60,60,58,57,0,,
204.2,41468,41370,41419,41291,41294,41344,41345,41222,41456,41462,41427,41465,41512,41476,39879,0,0,59,61,58,58,0,,
204.3,41470,41369,41419,41291,41294,41343,41346,41222,41457,41463,41426,41464,41511,41475,39879,0,0,61,61,57,58,0,,
204.4,41467,41370,41420,41292,41294,41342,41344,41222,41457,41462,41426,41466,41513,41477,39879,0,0,61,61,58,58,0,,
204.5,41469,41371,41419,41291,41293,41342,41345,41221,41457,41461,41426,41465,41512,41476,39879,0,0,59,61,58,58,0,,
204.6,41468,41370,41418,41291,41293,41343,41345,41222,41457,41462,41425,41465,41512,41476,39879,0,0,60,60,58,57,0,,
204.7,41469,41370,41419,41291,41295,41342,41345,41220,41456,41462,41426,41465,41512,41476,39879,0,0,60,61,60,58,0,,
204.8,41467,41369,41418,41290,41293,41342,41344,41221,41455,41462,41425,41465,41512,41476,39879,0,0,60,60,58,58,0,,
204.9,41468,41368,41417,41291,41293,41341,41344,41221,41457,41462,41425,41464,41511,41475,39879,0,0,59,61,58,58,0,,
205,41468,41369,41418,41290,41292,41341,41344,41221,41455,41461,41425,41463,41510,41474,39879,0,0,60,60,57,58,0,,
205.1,41468,41369,41419,41291,41293,41342,41344,41220,41456,41461,41426,41465,41512,41476,39879,0,0,60,60,57,57,0,,
205.2,41467,41368,41417,41291,41293,41342,41344,41220,41456,41460,41426,41464,41511,41475,39879,0,0,61,60,58,58,0,,
205.3,41468,41369,41418,41291,41292,41341,41344,41219,41455,41461,41424,41463,41510,41474,39879,0,0,60,60,57,57,0,,
205.4,41468,41370,41418,41290,41292,41341,41344,41220,41455,41462,41425,41464,41511,41475,39879,0,0,59,60,59,58,0,,
205.5,41468,41368,41417,41290,41293,41342,41344,41220,41456,41461,41425,41465,41512,41476,39879,0,0,60,60,59,59,0,,
205.6,41467,41367,41418,41292,41292,41342,41343,41220,41454,41461,41424,41464,41511,41475,39879,0,0,59,61,60,57,0,,
205.7,41468,41368,41417,41290,41292,41341,41345,41220,41454,41461,41424,41464,41511,41475,39879,0,0,60,61,58,57,0,,
205.8,41466,41367,41417,41290,41292,41341,41344,41221,41454,41462,41423,41462,41509,41473,39879,0,0,60,61,58,57,0,,
205.9,41467,41368,41417,41290,41292,41341,41343,41220,41454,41459,41426,41463,41510,41474,39879,0,0,60,60,59,57,0,,
206,41468,41367,41418,41290,41292,41340,41343,41219,41454,41460,41425,41462,41509,41473,39879,0,0,61,61,58,59,0,,
206.1,41469,41368,41416,41289,41292,41339,41342,41219,41454,41461,41423,41463,41510,41474,39879,0,0,60,60,58,58,0,,
206.2,41467,41369,41416,41288,41292,41341,41344,41220,41455,41460,41425,41462,41509,41473,39879,0,0,60,60,57,57,0,,
206.3,41468,41367,41416,41289,41291,41340,41343,41219,41454,41460,41424,41462,41509,41473,39879,0,0,61,60,59,58,0,,
206.4,41481,41381,41430,41301,41302,41357,41359,41231,41468,41472,41440,41477,41524,41488,39879,0,0,60,60,58,58,0,,
206.5,41487,41389,41435,41308,41308,41365,41364,41236,41476,41479,41449,41483,41530,41494,39879,0,0,61,62,58,57,0,,
206.6,41487,41391,41437,41309,41308,41366,41366,41236,41477,41481,41448,41484,41531,41495,39879,0,0,61,60,58,58,0,,
206.7,41488,41391,41436,41309,41311,41366,41365,41237,41479,41482,41450,41485,41532,41496,39879,0,0,62,61,58,58,0,,
206.8,41489,41393,41438,41310,41311,41368,41366,41237,41479,41482,41453,41486,41533,41497,39879,0,0,61,61,58,59,0,,
206.9,41489,41394,41438,41310,41311,41366,41365,41237,41479,41482,41452,41486,41533,41497,39879,0,0,60,61,59,59,0,,
207,41488,41395,41439,41312,41310,41367,41365,41239,41481,41483,41452,41486,41533,41497,39879,0,0,59,61,57,58,0,,
207.1,41490,41394,41439,41312,41311,41367,41366,41239,41480,41482,41453,41487,41534,41498,39879,0,0,61,60,58,57,0,,
207.2,41489,41394,41439,41312,41312,41369,41368,41239,41482,41483,41453,41486,41533,41497,39879,0,0,60,61,56,58,0,,
207.3,41491,41394,41439,41312,41312,41368,41367,41239,41480,41483,41453,41487,41534,41498,39879,0,0,61,61,58,59,0,,
207.4,41489,41393,41438,41312,41312,41367,41367,41238,41481,41483,41453,41488,41535,41499,39879,0,0,61,62,58,58,0,,
207.5,41489,41394,41440,41312,41312,41367,41367,41239,41481,41484,41453,41487,41534,41498,39879,0,0,60,61,58,57,0,,
207.6,41491,41395,41440,41313,41312,41368,41368,41239,41480,41484,41453,41487,41534,41498,39879,0,0,61,61,57,58,0,,
207.7,41490,41395,41439,41312,41312,41369,41370,41240,41481,41484,41453,41488,41535,41499,39879,0,0,60,60,59,57,0,,
207.8,41491,41395,41440,41312,41313,41368,41368,41240,41481,41485,41453,41488,41535,41499,39879,0,0,61,61,58,57,0,,
207.9,41491,41394,41439,41314,41312,41370,41368,41238,41482,41485,41455,41489,41536,41500,39879,0,0,60,60,58,57,0,,
208,41491,41395,41440,41312,41314,41369,41369,41240,41482,41485,41455,41488,41535,41499,39879,0,0,60,59,59,58,0,,
208.1,41491,41394,41440,41313,41313,41369,41368,41239,41482,41485,41454,41488,41535,41499,39879,0,0,61,61,58,57,0,,
208.2,41491,41396,41441,41313,41312,41369,41369,41240,41482,41485,41454,41488,41535,41499,39879,0,0,61,62,58,58,0,,
208.3,41490,41394,41442,41313,41313,41369,41368,41238,41481,41485,41454,41489,41536,41500,39879,0,0,60,59,57,58,0,,
208.4,41492,41396,41441,41312,41313,41371,41369,41239,41483,41486,41454,41488,41535,41499,39879,0,0,61,61,58,57,0,,
208.5,41491,41395,41442,41313,41314,41370,41368,41240,41483,41486,41455,41489,41536,41500,39879,0,0,61,60,58,59,0,,
208.6,41491,41396,41441,41313,41313,41369,41369,41240,41483,41485,41453,41486,41533,41497,39879,0,0,60,61,58,59,0,,
208.7,41492,41395,41440,41313,41314,41369,41370,41239,41483,41486,41455,41488,41535,41499,39879,0,0,61,62,58,58,0,,
208.8,41491,41397,41441,41314,41313,41370,41369,41239,41481,41486,41456,41489,41536,41500,39879,0,0,61,61,58,58,0,,
208.9,41493,41396,41442,41314,41314,41371,41370,41240,41482,41486,41455,41490,41537,41501,39879,0,0,61,60,57,59,0,,
209,41491,41396,41443,41314,41314,41370,41369,41240,41482,41485,41456,41490,41537,41501,39879,0,0,60,61,58,58,0,,
209.1,41491,41395,41442,41314,41314,41370,41369,41240,41483,41485,41455,41489,41536,41500,39879,0,0,62,61,58,58,0,,
209.2,41493,41396,41441,41314,41314,41371,41369,41242,41483,41485,41456,41490,41537,41501,39879,0,0,59,61,57,58,0,,
209.3,41493,41397,41441,41314,41314,41370,41370,41239,41483,41487,41456,41489,41536,41500,39879,0,0,61,61,59,57,0,,
209.4,41493,41395,41441,41314,41314,41371,41371,41241,41483,41486,41455,41490,41537,41501,39879,0,0,62,60,57,58,0,,
209.5,41492,41398,41442,41315,41314,41371,41370,41241,41484,41485,41455,41490,41537,41501,39879,0,0,60,59,57,58,0,,
209.6,41493,41397,41441,41315,41315,41371,41370,41241,41484,41485,41455,41490,41537,41501,39879,0,0,60,60,58,57,0,,
209.7,41492,41396,41442,41315,41314,41370,41370,41242,41484,41486,41455,41491,41538,41502,39879,0,0,59,61,57,57,0,,
209.8,41493,41397,41442,41314,41314,41370,41370,41242,41485,41487,41456,41489,41536,41500,39879,0,0,60,62,58,58,0,,
209.9,41492,41397,41443,41316,41315,41370,41370,41242,41484,41487,41456,41491,41538,41502,39879,0,0,60,60,58,57,0,,
210,41493,41397,41442,41315,41314,41371,41370,41241,41484,41486,41457,41490,41537,41501,39879,0,0,61,61,58,57,0,,
210.1,41493,41396,41443,41315,41316,41372,41370,41242,41484,41486,41457,41493,41540,41504,39879,0,0,60,61,59,58,0,,
210.2,41493,41397,41442,41316,41313,41371,41370,41241,41484,41486,41457,41491,41538,41502,39879,0,0,60,60,59,57,0,,
210.3,41494,41396,41442,41315,41315,41371,41370,41242,41485,41487,41457,41491,41538,41502,39879,0,0,59,62,58,58,0,,
210.4,41493,41398,41443,41314,41314,41371,41370,41241,41484,41487,41457,41490,41537,41501,39879,0,0,60,60,59,57,0,,
210.5,41492,41398,41443,41315,41315,41371,41370,41242,41485,41487,41457,41490,41537,41501,39879,0,0,61,61,59,58,0,,
210.6,41493,41396,41443,41315,41314,41371,41372,41243,41486,41488,41456,41492,41539,41503,39879,0,0,61,61,58,57,0,,
210.7,41493,41397,41443,41315,41315,41371,41371,41242,41485,41488,41458,41491,41538,41502,39879,0,0,61,61,58,59,0,,
210.8,41493,41397,41442,41315,41316,41371,41371,41241,41485,41488,41457,41491,41538,41502,39879,0,0,61,61,57,58,0,,
210.9,41493,41398,41443,41316,41315,41372,41370,41243,41486,41488,41458,41492,41539,41503,39879,0,0,60,60,57,57,0,,
211,41494,41398,41443,41315,41315,41372,41371,41243,41486,41488,41458,41491,41538,41502,39879,0,0,61,61,58,57,0,,
211.1,41494,41398,41444,41316,41315,41373,41372,41242,41487,41487,41457,41492,41539,41503,39879,0,0,60,60,58,57,0,,
211.2,41494,41399,41443,41316,41315,41372,41371,41242,41486,41488,41457,41490,41537,41501,39879,0,0,61,60,58,57,0,,
211.3,41492,41396,41443,41315,41316,41372,41370,41242,41485,41487,41459,41493,41540,41504,39879,0,0,61,59,60,58,0,,
211.4,41494,41398,41442,41316,41315,41372,41371,41243,41487,41487,41457,41491,41538,41502,39879,0,0,59,60,58,57,0,,
211.5,41493,41398,41444,41317,41316,41371,41371,41243,41486,41488,41457,41491,41538,41502,39879,0,0,60,60,58,58,0,,
211.6,41494,41399,41443,41316,41316,41373,41373,41243,41486,41488,41457,41492,41539,41503,39879,0,0,61,60,58,57,0,,
211.7,41494,41398,41443,41317,41315,41372,41372,41243,41485,41489,41459,41491,41538,41502,39879,0,0,59,61,57,57,0,,
211.8,41473,41378,41426,41298,41300,41350,41351,41226,41465,41469,41434,41472,41519,41483,39879,0,0,60,60,58,58,0,,
211.9,41474,41374,41425,41297,41297,41348,41351,41224,41462,41466,41431,41470,41517,41481,39879,0,0,61,61,58,57,0,,
212,41473,41373,41422,41296,41298,41348,41350,41223,41461,41466,41431,41471,41518,41482,39879,0,0,61,60,58,57,0,,
212.1,41472,41372,41422,41294,41298,41345,41349,41224,41461,41465,41432,41469,41516,41480,39879,0,0,61,60,57,58,0,,
212.2,41472,41373,41423,41293,41297,41346,41349,41225,41461,41465,41428,41469,41516,41480,39879,0,0,60,61,58,58,0,,
212.3,41471,41372,41421,41294,41296,41345,41348,41224,41460,41465,41429,41467,41514,41478,39879,0,0,60,60,58,57,0,,
212.4,41472,41373,41421,41295,41296,41346,41348,41224,41459,41464,41430,41467,41514,41478,39879,0,0,60,62,59,57,0,,
212.5,41471,41372,41422,41294,41296,41345,41348,41224,41459,41464,41429,41467,41514,41478,39879,0,0,61,60,58,59,0,,
212.6,41470,41373,41421,41293,41295,41344,41348,41223,41459,41464,41429,41467,41514,41478,39879,0,0,61,60,57,58,0,,
212.7,41470,41372,41420,41294,41294,41345,41347,41224,41459,41464,41427,41465,41512,41476,39879,0,0,61,62,58,57,0,,
212.8,41471,41372,41422,41293,41295,41345,41346,41223,41459,41464,41427,41466,41513,41477,39879,0,0,60,61,58,58,0,,
212.9,41470,41372,41420,41293,41296,41344,41346,41222,41459,41464,41427,41466,41513,41477,39879,0,0,59,61,58,57,0,,
213,41469,41372,41420,41293,41294,41344,41346,41223,41459,41463,41426,41466,41513,41477,39879,0,0,60,60,59,58,0,,
213.1,41469,41371,41420,41293,41294,41344,41347,41222,41459,41463,41428,41465,41512,41476,39879,0,0,60,61,58,57,0,,
213.2,41470,41371,41419,41292,41295,41343,41345,41223,41458,41461,41426,41466,41513,41477,39879,0,0,59,61,59,59,0,,
213.3,41470,41372,41420,41293,41295,41343,41346,41222,41459,41463,41426,41467,41514,41478,39879,0,0,60,62,57,57,0,,
213.4,41470,41370,41420,41293,41294,41343,41346,41222,41457,41461,41427,41466,41513,41477,39879,0,0,62,61,59,58,0,,
213.5,41469,41371,41420,41292,41294,41343,41346,41221,41458,41462,41425,41465,41512,41476,39879,0,0,60,60,58,58,0,,
213.6,41470,41371,41420,41292,41293,41344,41347,41222,41457,41461,41427,41466,41513,41477,39879,0,0,60,61,58,58,0,,
213.7,41469,41370,41419,41291,41294,41342,41345,41222,41457,41462,41426,41465,41512,41476,39879,0,0,60,60,57,57,0,,
213.8,41469,41369,41418,41292,41293,41342,41345,41221,41456,41461,41427,41466,41513,41477,39879,0,0,60,61,60,59,0,,
213.9,41467,41370,41420,41291,41294,41342,41345,41222,41456,41462,41425,41464,41511,41475,39879,0,0,61,61,59,58,0,,
214,41468,41368,41418,41291,41295,41341,41344,41220,41456,41461,41426,41465,41512,41476,39879,0,0,61,61,59,57,0,,
214.1,41468,41370,41419,41291,41294,41342,41344,41220,41456,41461,41425,41463,41510,41474,39879,0,0,60,60,58,57,0,,
214.2,41468,41370,41419,41291,41293,41342,41345,41222,41456,41462,41426,41465,41512,41476,39879,0,0,60,61,59,58,0,,
214.3,41468,41369,41418,41291,41293,41342,41344,41221,41457,41462,41424,41465,41512,41476,39879,0,0,60,61,59,58,0,,
214.4,41467,41369,41417,41290,41292,41341,41344,41221,41456,41461,41425,41465,41512,41476,39879,0,0,61,61,57,57,0,,
214.5,41467,41368,41419,41292,41293,41342,41344,41220,41457,41461,41426,41464,41511,41475,39879,0,0,60,60,58,57,0,,
214.6,41469,41369,41417,41291,41292,41342,41344,41220,41456,41462,41426,41465,41512,41476,39879,0,0,61,61,58,58,0,,
214.7,41467,41369,41418,41290,41292,41341,41345,41221,41454,41461,41424,41464,41511,41475,39879,0,0,60,60,58,58,0,,
214.8,41468,41368,41417,41290,41294,41341,41344,41220,41456,41459,41424,41463,41510,41474,39879,0,0,61,61,58,57,0,,
214.9,41468,41368,41416,41290,41292,41341,41345,41220,41454,41461,41425,41463,41510,41474,39879,0,0,60,60,58,58,0,,
215,41466,41368,41417,41291,41291,41341,41344,41220,41456,41460,41425,41463,41510,41474,39879,0,0,61,61,57,58,0,,
215.1,41469,41368,41418,41290,41291,41341,41343,41220,41454,41461,41424,41462,41509,41473,39879,0,0,60,60,58,58,0,,
215.2,41467,41368,41418,41290,41291,41342,41343,41220,41453,41460,41425,41464,41511,41475,39879,0,0,59,59,58,58,0,,
215.3,41467,41368,41417,41290,41292,41342,41344,41220,41455,41459,41425,41463,41510,41474,39879,0,0,60,59,59,58,0,,
215.4,41467,41368,41417,41290,41293,41340,41343,41219,41455,41460,41425,41464,41511,41475,39879,0,0,59,61,57,58,0,,
215.5,41468,41367,41416,41290,41292,41341,41343,41220,41453,41460,41424,41464,41511,41475,39879,0,0,60,61,58,58,0,,
215.6,41466,41367,41417,41288,41291,41340,41342,41219,41454,41460,41424,41461,41508,41472,39879,0,0,60,61,58,56,0,,
215.7,41466,41368,41416,41290,41290,41340,41343,41218,41454,41460,41425,41464,41511,41475,39879,0,0,61,60,58,58,0,,
215.8,41466,41368,41416,41289,41291,41340,41343,41219,41454,41460,41423,41463,41510,41474,39879,0,0,61,61,57,58,0,,
215.9,41466,41368,41416,41289,41291,41340,41342,41219,41453,41459,41423,41463,41510,41474,39879,0,0,60,61,58,58,0,,
216,41466,41367,41415,41289,41291,41341,41344,41220,41453,41459,41423,41462,41509,41473,39879,0,0,59,59,58,57,0,,
216.1,41466,41367,41416,41289,41291,41339,41343,41218,41453,41459,41425,41462,41509,41473,39879,0,0,60,60,58,58,0,,
216.2,41466,41367,41416,41289,41291,41339,41343,41219,41454,41459,41424,41462,41509,41473,39879,0,0,61,61,57,59,0,,
216.3,41466,41367,41416,41289,41292,41340,41342,41218,41452,41458,41424,41463,41510,41474,39879,0,0,60,60,57,58,0,,
216.4,41466,41367,41416,41289,41292,41340,41343,41219,41454,41459,41424,41463,41510,41474,39879,0,0,61,61,59,58,0,,
216.5,41465,41367,41415,41289,41290,41340,41343,41218,41453,41458,41423,41462,41509,41473,39879,0,0,60,61,58,57,0,,
216.6,41464,41367,41415,41288,41293,41340,41342,41216,41453,41458,41424,41462,41509,41473,39879,0,0,60,62,59,58,0,,
216.7,41464,41365,41414,41288,41291,41340,41343,41218,41454,41459,41423,41462,41509,41473,39879,0,0,60,60,60,58,0,,
216.8,41485,41387,41433,41306,41306,41363,41362,41235,41473,41477,41446,41482,41529,41493,39879,0,0,61,61,58,57,0,,
216.9,41486,41390,41434,41307,41307,41364,41363,41236,41476,41479,41449,41483,41530,41494,39879,0,0,60,61,58,57,0,,
217,41487,41390,41437,41309,41309,41364,41364,41236,41477,41479,41449,41485,41532,41496,39879,0,0,60,61,58,57,0,,
217.1,41488,41393,41435,41308,41309,41366,41364,41236,41478,41479,41449,41484,41531,41495,39879,0,0,60,60,59,59,0,,
217.2,41488,41391,41436,41308,41310,41366,41366,41236,41479,41482,41450,41484,41531,41495,39879,0,0,59,60,59,58,0,,
217.3,41489,41392,41437,41309,41310,41366,41365,41236,41478,41481,41451,41484,41531,41495,39879,0,0,60,61,57,58,0,,
217.4,41488,41394,41438,41310,41309,41366,41365,41238,41479,41481,41452,41486,41533,41497,39879,0,0,60,60,58,58,0,,
217.5,41488,41393,41437,41310,41310,41366,41366,41237,41480,41482,41451,41486,41533,41497,39879,0,0,60,60,56,59,0,,
217.6,41488,41394,41437,41310,41309,41366,41366,41238,41480,41481,41451,41485,41532,41496,39879,0,0,59,60,58,58,0,,
217.7,41489,41393,41436,41311,41310,41368,41365,41238,41480,41482,41452,41486,41533,41497,39879,0,0,61,60,59,58,0,,
217.8,41489,41393,41437,41311,41311,41367,41366,41237,41480,41482,41451,41485,41532,41496,39879,0,0,60,60,60,58,0,,
217.9,41488,41393,41437,41311,41310,41367,41366,41239,41481,41482,41452,41487,41534,41498,39879,0,0,60,61,59,58,0,,
218,41488,41394,41438,41311,41312,41368,41367,41239,41480,41483,41451,41487,41534,41498,39879,0,0,60,59,59,58,0,,
218.1,41489,41393,41438,41311,41310,41367,41367,41238,41481,41482,41453,41488,41535,41499,39879,0,0,60,61,59,57,0,,
218.2,41488,41393,41437,41311,41311,41367,41367,41238,41480,41482,41453,41488,41535,41499,39879,0,0,61,60,59,57,0,,
218.3,41490,41394,41439,41311,41310,41368,41367,41240,41480,41482,41453,41486,41533,41497,39879,0,0,60,59,57,58,0,,
218.4,41490,41394,41439,41311,41310,41367,41367,41239,41480,41483,41453,41487,41534,41498,39879,0,0,61,60,57,57,0,,
218.5,41489,41394,41439,41312,41312,41369,41368,41239,41481,41484,41453,41487,41534,41498,39879,0,0,60,61,58,58,0,,
218.6,41490,41394,41437,41311,41312,41368,41368,41239,41481,41484,41453,41487,41534,41498,39879,0,0,60,60,57,57,0,,
218.7,41490,41395,41439,41312,41313,41368,41367,41239,41481,41483,41453,41487,41534,41498,39879,0,0,60,60,59,57,0,,
218.8,41490,41395,41440,41313,41312,41368,41368,41239,41481,41483,41453,41487,41534,41498,39879,0,0,61,59,57,58,0,,
218.9,41490,41394,41440,41312,41312,41369,41369,41238,41482,41484,41453,41487,41534,41498,39879,0,0,60,61,58,56,0,,
219,41491,41394,41440,41313,41311,41369,41367,41239,41481,41482,41453,41486,41533,41497,39879,0,0,61,61,58,58,0,,
219.1,41490,41395,41440,41312,41313,41368,41368,41240,41482,41484,41454,41488,41535,41499,39879,0,0,61,61,57,57,0,,
219.2,41491,41396,41440,41312,41313,41369,41368,41240,41482,41485,41453,41487,41534,41498,39879,0,0,60,60,57,57,0,,
219.3,41491,41394,41440,41313,41313,41369,41368,41239,41481,41484,41453,41487,41534,41498,39879,0,0,61,61,58,59,0,,
219.4,41491,41396,41440,41314,41313,41368,41368,41239,41482,41485,41454,41488,41535,41499,39879,0,0,60,61,58,57,0,,
219.5,41490,41395,41440,41313,41313,41368,41368,41240,41481,41484,41454,41488,41535,41499,39879,0,0,60,61,58,58,0,,
219.6,41491,41395,41439,41312,41313,41370,41369,41240,41482,41485,41454,41487,41534,41498,39879,0,0,60,60,58,58,0,,
219.7,41490,41396,41440,41313,41313,41370,41369,41240,41482,41486,41453,41488,41535,41499,39879,0,0,60,60,59,57,0,,
219.8,41492,41396,41440,41314,41313,41369,41368,41240,41482,41484,41454,41488,41535,41499,39879,0,0,61,61,58,58,0,,
219.9,41490,41394,41440,41312,41313,41370,41369,41240,41483,41486,41455,41489,41536,41500,39879,0,0,61,60,57,58,0,,
220,41491,41395,41441,41313,41313,41369,41368,41239,41482,41486,41454,41489,41536,41500,39879,0,0,60,60,57,57,0,,
220.1,41491,41395,41440,41314,41313,41370,41369,41241,41482,41485,41453,41488,41535,41499,39879,0,0,60,61,59,57,0,,
220.2,41492,41395,41440,41313,41313,41370,41368,41240,41483,41485,41455,41489,41536,41500,39879,0,0,59,60,58,57,0,,
220.3,41491,41395,41442,41314,41313,41370,41368,41240,41482,41485,41457,41489,41536,41500,39879,0,0,61,61,57,57,0,,
220.4,41491,41395,41440,41313,41313,41370,41370,41240,41483,41486,41456,41488,41535,41499,39879,0,0,61,61,58,57,0,,
220.5,41491,41395,41440,41313,41313,41370,41369,41241,41483,41485,41454,41489,41536,41500,39879,0,0,60,60,58,57,0,,
220.6,41491,41397,41442,41313,41312,41369,41369,41239,41483,41485,41455,41489,41536,41500,39879,0,0,60,60,57,57,0,,
220.7,41491,41396,41441,41314,41314,41370,41369,41241,41484,41487,41454,41488,41535,41499,39879,0,0,59,61,57,57,0,,
220.8,41490,41395,41441,41314,41314,41370,41369,41241,41483,41486,41455,41489,41536,41500,39879,0,0,60,61,58,58,0,,
220.9,41491,41396,41441,41314,41313,41370,41369,41242,41483,41485,41455,41489,41536,41500,39879,0,0,60,61,57,57,0,,
221,41491,41396,41440,41314,41313,41370,41369,41241,41483,41486,41454,41489,41536,41500,39879,0,0,60,61,58,58,0,,
221.1,41491,41396,41441,41314,41314,41370,41370,41242,41483,41486,41456,41491,41538,41502,39879,0,0,61,61,57,57,0,,
221.2,41492,41397,41441,41313,41313,41371,41371,41242,41483,41486,41454,41489,41536,41500,39879,0,0,60,60,58,57,0,,
221.3,41491,41396,41441,41315,41315,41370,41370,41241,41484,41486,41456,41490,41537,41501,39879,0,0,61,61,58,58,0,,
221.4,41491,41397,41441,41314,41313,41371,41369,41241,41484,41485,41455,41491,41538,41502,39879,0,0,60,61,58,58,0,,
221.5,41492,41396,41442,41314,41314,41371,41371,41241,41485,41487,41455,41490,41537,41501,39879,0,0,60,60,58,56,0,,
221.6,41493,41397,41442,41316,41314,41371,41370,41242,41484,41486,41456,41489,41536,41500,39879,0,0,60,61,58,58,0,,
221.7,41492,41396,41441,41314,41314,41372,41370,41242,41484,41486,41456,41489,41536,41500,39879,0,0,61,60,57,57,0,,
221.8,41492,41397,41442,41315,41315,41370,41371,41242,41485,41485,41455,41489,41536,41500,39879,0,0,61,60,57,57,0,,
221.9,41493,41397,41441,41314,41314,41371,41370,41241,41485,41486,41457,41491,41538,41502,39879,0,0,59,61,58,58,0,,
222,41492,41397,41442,41314,41315,41371,41370,41241,41483,41485,41456,41489,41536,41500,39879,0,0,60,60,59,59,0,,
222.1,41475,41379,41425,41300,41300,41352,41352,41227,41466,41471,41435,41472,41519,41483,39879,0,0,60,60,58,57,0,,
222.2,41473,41373,41422,41296,41297,41347,41350,41225,41462,41465,41431,41469,41516,41480,39879,0,0,61,60,57,58,0,,
222.3,41472,41374,41422,41295,41297,41346,41348,41223,41459,41465,41429,41469,41516,41480,39879,0,0,60,61,58,57,0,,
222.4,41470,41373,41421,41294,41297,41344,41348,41224,41461,41465,41430,41469,41516,41480,39879,0,0,61,61,58,58,0,,
222.5,41470,41372,41421,41294,41296,41345,41348,41223,41459,41465,41428,41467,41514,41478,39879,0,0,60,60,59,58,0,,
222.6,41472,41373,41420,41292,41295,41345,41348,41224,41459,41465,41427,41467,41514,41478,39879,0,0,61,60,58,58,0,,
222.7,41470,41372,41420,41293,41295,41345,41347,41223,41459,41465,41428,41466,41513,41477,39879,0,0,60,60,58,58,0,,
222.8,41469,41372,41421,41293,41294,41344,41347,41222,41458,41462,41428,41466,41513,41477,39879,0,0,61,62,57,58,0,,
222.9,41469,41370,41420,41292,41294,41344,41346,41223,41458,41462,41427,41465,41512,41476,39879,0,0,60,60,58,58,0,,
223,41470,41371,41419,41292,41295,41344,41346,41222,41457,41462,41427,41467,41514,41478,39879,0,0,59,60,58,58,0,,
223.1,41469,41370,41420,41291,41294,41344,41346,41222,41457,41462,41428,41466,41513,41477,39879,0,0,60,60,58,58,0,,
223.2,41468,41370,41419,41292,41293,41343,41346,41222,41456,41461,41427,41466,41513,41477,39879,0,0,60,60,57,57,0,,
223.3,41467,41369,41419,41291,41293,41343,41346,41220,41456,41463,41426,41466,41513,41477,39879,0,0,61,60,59,58,0,,
223.4,41468,41370,41418,41291,41293,41342,41345,41221,41457,41462,41426,41464,41511,41475,39879,0,0,61,61,58,57,0,,
