time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Current,SoC,Temperature 1,Temperature 2,Temperature 3,Temperature 4,UV\OV Fault,,
0.8,41540,41442,41488,41355,41356,41414,41412,41277,41532,41535,41502,41536,41583,41547,39794,0,0,58,59,57,56,0,,47
0.9,41541,41442,41487,41355,41355,41414,41414,41278,41532,41535,41504,41537,41584,41548,39794,0,0,60,59,55,56,0,,11
1,41542,41442,41489,41354,41355,41415,41413,41277,41531,41534,41503,41538,41585,41549,39794,0,0,59,59,58,56,0,,
1.1,41540,41442,41488,41356,41355,41414,41414,41278,41532,41535,41501,41536,41583,41547,39794,0,0,58,59,58,56,0,,
1.2,41540,41443,41488,41356,41356,41414,41412,41278,41530,41533,41503,41536,41583,41547,39794,0,0,59,58,56,55,0,,
1.3,41539,41443,41489,41356,41356,41415,41413,41277,41531,41535,41504,41536,41583,41547,39794,0,0,59,58,57,55,0,,
1.4,41540,41441,41488,41355,41355,41415,41414,41278,41532,41535,41503,41537,41584,41548,39794,0,0,59,58,55,56,0,,
1.5,41541,41442,41488,41356,41354,41414,41413,41277,41532,41534,41504,41538,41585,41549,39794,0,0,59,59,57,56,0,,
1.6,41540,41442,41488,41357,41356,41415,41414,41277,41532,41534,41504,41538,41585,41549,39794,0,0,59,59,56,56,0,,
1.7,41540,41441,41487,41356,41355,41414,41413,41278,41531,41535,41504,41538,41585,41549,39794,0,0,58,59,57,56,0,,
1.8,41540,41441,41486,41356,41356,41414,41414,41277,41532,41534,41503,41537,41584,41548,39794,0,0,58,58,56,56,0,,
1.9,41540,41441,41488,41355,41355,41414,41413,41278,41532,41535,41503,41537,41584,41548,39794,0,0,58,58,56,55,0,,
2,41540,41442,41488,41356,41355,41415,41413,41278,41530,41534,41502,41537,41584,41548,39794,0,0,58,59,57,57,0,,
2.1,41540,41442,41487,41355,41355,41414,41414,41279,41533,41534,41503,41538,41585,41549,39794,0,0,58,59,57,56,0,,
2.2,41540,41442,41488,41355,41356,41414,41413,41279,41531,41534,41503,41538,41585,41549,39794,0,0,58,58,57,56,0,,
2.3,41541,41441,41486,41354,41356,41415,41415,41279,41531,41534,41504,41537,41584,41548,39794,0,0,58,59,57,57,0,,
2.4,41540,41442,41488,41356,41356,41413,41413,41279,41533,41535,41505,41537,41584,41548,39794,0,0,58,58,58,56,0,,
2.5,41541,41440,41487,41357,41356,41415,41413,41278,41532,41534,41503,41536,41583,41547,39794,0,0,58,58,56,55,0,,
2.6,41541,41441,41488,41357,41355,41415,41413,41277,41532,41534,41503,41537,41584,41548,39794,0,0,58,59,55,57,0,,
2.7,41541,41443,41489,41356,41354,41414,41412,41278,41531,41535,41503,41538,41585,41549,39794,0,0,57,58,57,55,0,,
2.8,41541,41442,41488,41355,41355,41415,41413,41278,41531,41535,41504,41537,41584,41548,39794,0,0,59,59,56,56,0,,
2.9,41540,41442,41488,41356,41356,41415,41415,41279,41533,41534,41503,41536,41583,41547,39794,0,0,60,60,56,56,0,,
3,41540,41441,41488,41355,41355,41415,41414,41278,41532,41534,41504,41538,41585,41549,39794,0,0,58,60,57,56,0,,
3.1,41541,41441,41487,41356,41356,41414,41413,41278,41531,41534,41504,41538,41585,41549,39794,0,0,58,59,57,56,0,,
3.2,41540,41441,41487,41355,41356,41414,41413,41278,41531,41535,41503,41538,41585,41549,39794,0,0,59,58,57,56,0,,
3.3,41540,41442,41488,41356,41356,41415,41414,41278,41531,41534,41503,41538,41585,41549,39794,0,0,58,59,58,57,0,,
3.4,41540,41441,41487,41357,41356,41414,41413,41278,41531,41534,41503,41538,41585,41549,39794,0,0,59,59,56,56,0,,
3.5,41540,41441,41489,41355,41357,41414,41413,41278,41530,41533,41504,41538,41585,41549,39794,0,0,58,59,56,56,0,,
3.6,41541,41441,41487,41356,41356,41414,41413,41278,41531,41535,41502,41537,41584,41548,39794,0,0,60,59,58,56,0,,
3.7,41541,41441,41488,41356,41355,41414,41414,41278,41532,41536,41502,41538,41585,41549,39794,0,0,58,58,57,56,0,,
3.8,41540,41441,41487,41356,41355,41414,41414,41279,41532,41535,41504,41538,41585,41549,39794,0,0,59,59,57,55,0,,
3.9,41541,41443,41488,41356,41356,41414,41413,41278,41532,41533,41504,41537,41584,41548,39794,0,0,58,59,56,55,0,,
4,41540,41442,41488,41355,41355,41415,41413,41278,41532,41535,41503,41537,41584,41548,39794,0,0,59,58,56,56,0,,
4.1,41541,41441,41486,41356,41355,41414,41413,41278,41531,41535,41504,41536,41583,41547,39794,0,0,58,58,56,56,0,,
4.2,41541,41441,41487,41354,41355,41415,41414,41279,41531,41535,41504,41535,41582,41546,39794,0,0,59,60,56,55,0,,
4.3,41540,41441,41487,41356,41357,41415,41413,41278,41532,41536,41503,41538,41585,41549,39794,0,0,58,59,56,55,0,,
4.4,41540,41441,41487,41356,41355,41415,41414,41279,41531,41535,41502,41537,41584,41548,39794,0,0,58,58,56,55,0,,
4.5,41539,41441,41487,41356,41356,41413,41413,41279,41531,41534,41503,41537,41584,41548,39794,0,0,58,57,55,56,0,,
4.6,41540,41440,41487,41355,41355,41415,41413,41278,41531,41534,41503,41538,41585,41549,39794,0,0,59,58,56,56,0,,
4.7,41540,41441,41487,41354,41356,41415,41414,41278,41531,41534,41503,41538,41585,41549,39794,0,0,59,58,58,57,0,,
4.8,41540,41440,41486,41355,41354,41414,41414,41278,41531,41534,41503,41537,41584,41548,39794,0,0,58,60,57,55,0,,
4.9,41540,41441,41488,41355,41354,41414,41414,41278,41532,41535,41503,41537,41584,41548,39794,0,0,59,57,58,56,0,,
5,41540,41442,41488,41355,41355,41413,41412,41278,41532,41535,41503,41537,41584,41548,39794,0,0,59,59,56,56,0,,
5.1,41541,41441,41487,41355,41354,41415,41413,41278,41531,41535,41503,41537,41584,41548,39794,0,0,57,59,56,56,0,,
5.2,41541,41441,41485,41356,41354,41414,41413,41278,41532,41534,41504,41536,41583,41547,39794,0,0,58,59,58,55,0,,
5.3,41540,41441,41488,41355,41355,41415,41415,41278,41531,41534,41503,41538,41585,41549,39794,0,0,59,60,57,55,0,,
5.4,41540,41441,41488,41355,41354,41414,41414,41279,41531,41533,41503,41536,41583,41547,39794,0,0,58,59,56,56,0,,
5.5,41540,41442,41488,41356,41355,41414,41414,41278,41531,41535,41502,41536,41583,41547,39794,0,0,58,59,57,56,0,,
5.6,41541,41441,41486,41355,41355,41414,41413,41279,41532,41534,41503,41537,41584,41548,39794,0,0,59,60,57,56,0,,
5.7,41540,41441,41487,41355,41355,41414,41414,41279,41532,41535,41503,41537,41584,41548,39794,0,0,58,59,56,57,0,,
5.8,41541,41441,41487,41356,41355,41413,41413,41278,41532,41534,41502,41538,41585,41549,39794,0,0,58,59,56,55,0,,
5.9,41540,41442,41488,41355,41355,41415,41413,41278,41531,41534,41503,41537,41584,41548,39794,0,0,59,59,57,57,0,,
6,41539,41441,41487,41356,41354,41414,41413,41278,41530,41534,41503,41537,41584,41548,39794,0,0,59,59,57,56,0,,
6.1,41540,41440,41486,41355,41356,41416,41414,41279,41531,41534,41503,41537,41584,41548,39794,0,0,58,60,56,57,0,,
6.2,41540,41440,41486,41355,41356,41416,41414,41278,41532,41534,41503,41537,41584,41548,39794,0,0,58,59,56,56,0,,
6.3,41540,41441,41486,41356,41354,41413,41413,41278,41531,41534,41503,41537,41584,41548,39794,0,0,59,58,56,56,0,,
6.4,41540,41440,41487,41355,41355,41414,41414,41278,41531,41533,41501,41535,41582,41546,39794,0,0,58,59,58,56,0,,
6.5,41541,41441,41487,41354,41355,41414,41413,41278,41532,41535,41504,41537,41584,41548,39794,0,0,57,58,57,57,0,,
6.6,41541,41442,41488,41356,41356,41415,41413,41278,41531,41534,41503,41536,41583,41547,39794,0,0,59,59,57,55,0,,
6.7,41540,41440,41488,41355,41354,41415,41413,41279,41532,41535,41503,41537,41584,41548,39794,0,0,59,59,55,56,0,,
6.8,41541,41440,41486,41356,41355,41415,41413,41278,41531,41535,41503,41537,41584,41548,39794,0,0,59,59,56,57,0,,
6.9,41541,41441,41488,41356,41355,41415,41413,41279,41531,41534,41503,41537,41584,41548,39794,0,0,58,59,56,56,0,,
7,41540,41442,41487,41355,41355,41414,41414,41279,41532,41534,41503,41537,41584,41548,39794,0,0,59,59,57,55,0,,
7.1,41541,41442,41488,41356,41354,41414,41412,41277,41530,41534,41502,41536,41583,41547,39794,0,0,57,59,57,56,0,,
7.2,41540,41441,41486,41354,41355,41414,41413,41278,41531,41534,41503,41536,41583,41547,39794,0,0,59,57,55,55,0,,
7.3,41539,41440,41486,41354,41355,41415,41415,41278,41532,41534,41504,41537,41584,41548,39794,0,0,59,58,55,55,0,,
7.4,41539,41442,41486,41356,41355,41416,41414,41278,41532,41535,41503,41537,41584,41548,39794,0,0,58,58,56,56,0,,
7.5,41541,41441,41486,41357,41355,41414,41413,41278,41531,41534,41503,41538,41585,41549,39794,0,0,59,58,56,57,0,,
7.6,41526,41429,41477,41346,41346,41402,41401,41268,41520,41525,41488,41525,41572,41536,39794,0,0,59,58,56,56,0,,
7.7,41520,41419,41468,41337,41338,41390,41392,41261,41509,41514,41479,41516,41563,41527,39794,0,0,60,59,57,56,0,,
7.8,41518,41416,41467,41335,41337,41389,41391,41261,41506,41512,41475,41514,41561,41525,39794,0,0,58,57,57,56,0,,
7.9,41517,41416,41468,41336,41337,41388,41390,41260,41506,41513,41475,41514,41561,41525,39794,0,0,59,58,56,56,0,,
8,41517,41416,41465,41334,41336,41387,41389,41259,41507,41512,41475,41512,41559,41523,39794,0,0,59,59,58,57,0,,
8.1,41515,41415,41464,41334,41335,41387,41390,41258,41506,41510,41474,41512,41559,41523,39794,0,0,59,58,56,55,0,,
8.2,41516,41415,41466,41334,41335,41386,41389,41258,41505,41510,41474,41513,41560,41524,39794,0,0,59,59,57,56,0,,
8.3,41515,41415,41464,41332,41335,41386,41389,41258,41505,41510,41472,41513,41560,41524,39794,0,0,58,58,57,55,0,,
8.4,41515,41413,41465,41332,41334,41387,41388,41257,41503,41509,41473,41511,41558,41522,39794,0,0,58,59,58,56,0,,
8.5,41514,41413,41464,41332,41334,41385,41389,41258,41504,41510,41472,41510,41557,41521,39794,0,0,58,59,57,55,0,,
8.6,41515,41413,41465,41331,41333,41386,41387,41257,41503,41509,41472,41510,41557,41521,39794,0,0,58,59,57,56,0,,
8.7,41515,41414,41464,41332,41334,41386,41387,41257,41504,41509,41472,41510,41557,41521,39794,0,0,59,59,56,55,0,,
8.8,41514,41413,41465,41332,41333,41385,41387,41255,41502,41508,41471,41511,41558,41522,39794,0,0,58,59,59,57,0,,
8.9,41513,41412,41464,41332,41333,41383,41386,41256,41502,41508,41472,41510,41557,41521,39794,0,0,59,58,57,55,0,,
9,41513,41413,41463,41331,41333,41384,41386,41255,41502,41508,41472,41509,41556,41520,39794,0,0,58,60,57,55,0,,
9.1,41513,41413,41463,41330,41333,41384,41386,41255,41502,41507,41471,41509,41556,41520,39794,0,0,59,59,56,56,0,,
9.2,41513,41413,41463,41330,41332,41384,41385,41256,41502,41506,41469,41508,41555,41519,39794,0,0,59,59,57,55,0,,
9.3,41513,41412,41462,41330,41333,41384,41386,41256,41501,41507,41471,41509,41556,41520,39794,0,0,57,58,58,56,0,,
9.4,41512,41411,41461,41330,41332,41383,41386,41255,41502,41507,41470,41509,41556,41520,39794,0,0,59,59,56,56,0,,
9.5,41512,41411,41461,41330,41332,41383,41386,41255,41500,41506,41469,41509,41556,41520,39794,0,0,59,58,55,56,0,,
9.6,41513,41411,41462,41331,41331,41382,41385,41255,41500,41506,41468,41507,41554,41518,39794,0,0,60,60,57,56,0,,
9.7,41512,41413,41461,41330,41331,41383,41385,41255,41500,41507,41470,41507,41554,41518,39794,0,0,59,58,56,56,0,,
9.8,41512,41410,41462,41330,41331,41383,41386,41255,41501,41506,41469,41507,41554,41518,39794,0,0,59,59,57,55,0,,
9.9,41512,41410,41460,41330,41332,41381,41384,41255,41499,41504,41469,41507,41554,41518,39794,0,0,58,59,56,56,0,,
10,41511,41410,41460,41328,41332,41382,41384,41254,41500,41505,41467,41506,41553,41517,39794,0,0,58,59,57,57,0,,
10.1,41511,41409,41460,41329,41330,41381,41384,41254,41500,41505,41468,41507,41554,41518,39794,0,0,59,58,56,57,0,,
10.2,41511,41411,41459,41328,41331,41382,41384,41254,41499,41505,41469,41507,41554,41518,39794,0,0,58,58,56,56,0,,
10.3,41511,41409,41459,41326,41331,41382,41383,41254,41499,41505,41468,41506,41553,41517,39794,0,0,58,58,57,56,0,,
10.4,41511,41408,41460,41328,41331,41382,41383,41255,41499,41505,41468,41506,41553,41517,39794,0,0,57,59,57,57,0,,
10.5,41511,41410,41460,41327,41329,41382,41384,41253,41499,41504,41467,41505,41552,41516,39794,0,0,58,58,56,55,0,,
10.6,41510,41409,41459,41327,41331,41382,41383,41253,41498,41504,41467,41506,41553,41517,39794,0,0,58,60,58,58,0,,
10.7,41509,41409,41460,41327,41330,41380,41384,41253,41498,41506,41468,41505,41552,41516,39794,0,0,58,58,56,57,0,,
10.8,41510,41409,41458,41328,41328,41380,41383,41253,41498,41505,41467,41505,41552,41516,39794,0,0,58,59,58,56,0,,
10.9,41510,41409,41459,41327,41329,41381,41383,41252,41497,41503,41468,41505,41552,41516,39794,0,0,59,59,57,55,0,,
11,41509,41408,41459,41327,41329,41380,41383,41253,41497,41505,41467,41505,41552,41516,39794,0,0,58,58,57,57,0,,
11.1,41510,41408,41459,41328,41329,41380,41383,41253,41497,41502,41467,41505,41552,41516,39794,0,0,59,58,57,56,0,,
11.2,41509,41408,41458,41327,41329,41380,41382,41252,41497,41503,41466,41505,41552,41516,39794,0,0,58,58,57,57,0,,
11.3,41508,41408,41458,41326,41327,41379,41382,41253,41497,41503,41467,41506,41553,41517,39794,0,0,58,58,56,57,0,,
11.4,41509,41407,41458,41326,41328,41380,41381,41252,41497,41502,41465,41504,41551,41515,39794,0,0,58,58,56,57,0,,
11.5,41509,41408,41460,41327,41328,41379,41381,41253,41497,41503,41464,41504,41551,41515,39794,0,0,57,59,58,57,0,,
11.6,41508,41408,41458,41326,41327,41380,41382,41251,41495,41504,41464,41503,41550,41514,39794,0,0,59,59,56,55,0,,
11.7,41508,41407,41458,41325,41327,41380,41382,41251,41496,41501,41465,41504,41551,41515,39794,0,0,58,59,58,57,0,,
11.8,41508,41408,41457,41326,41327,41378,41382,41251,41497,41502,41466,41505,41552,41516,39794,0,0,58,58,57,57,0,,
11.9,41508,41407,41456,41324,41327,41379,41383,41251,41497,41503,41466,41503,41550,41514,39794,0,0,58,58,58,56,0,,
12,41508,41405,41456,41325,41327,41379,41381,41251,41496,41502,41464,41503,41550,41514,39794,0,0,59,59,55,56,0,,
12.1,41509,41405,41458,41326,41327,41378,41381,41251,41496,41502,41464,41503,41550,41514,39794,0,0,60,59,57,57,0,,
12.2,41507,41405,41456,41325,41328,41379,41381,41251,41495,41503,41463,41503,41550,41514,39794,0,0,58,59,57,55,0,,
12.3,41508,41406,41458,41326,41327,41378,41381,41251,41496,41503,41464,41503,41550,41514,39794,0,0,58,58,57,56,0,,
12.4,41507,41408,41457,41325,41327,41378,41381,41251,41495,41502,41465,41502,41549,41513,39794,0,0,59,59,58,55,0,,
12.5,41508,41405,41455,41325,41328,41377,41379,41251,41494,41501,41464,41502,41549,41513,39794,0,0,59,58,58,57,0,,
12.6,41524,41423,41471,41339,41341,41396,41397,41264,41511,41516,41483,41520,41567,41531,39794,0,0,58,59,56,56,0,,
12.7,41527,41427,41475,41344,41345,41402,41400,41267,41516,41521,41491,41524,41571,41535,39794,0,0,59,58,56,56,0,,
12.8,41528,41429,41475,41344,41344,41402,41402,41267,41519,41522,41491,41527,41574,41538,39794,0,0,58,60,56,57,0,,
12.9,41529,41431,41477,41345,41345,41404,41402,41269,41518,41522,41492,41525,41572,41536,39794,0,0,59,58,58,56,0,,
13,41530,41430,41476,41345,41344,41404,41404,41269,41520,41524,41491,41526,41573,41537,39794,0,0,58,58,57,56,0,,
13.1,41530,41430,41477,41345,41347,41405,41403,41269,41520,41525,41492,41525,41572,41536,39794,0,0,59,59,57,55,0,,
13.2,41530,41431,41480,41346,41346,41404,41403,41270,41519,41524,41491,41527,41574,41538,39794,0,0,58,59,56,55,0,,
13.3,41530,41431,41479,41346,41345,41405,41403,41270,41520,41524,41493,41526,41573,41537,39794,0,0,58,59,57,55,0,,
13.4,41529,41432,41478,41346,41346,41405,41404,41269,41521,41523,41493,41527,41574,41538,39794,0,0,58,59,56,56,0,,
13.5,41531,41432,41479,41347,41347,41405,41405,41272,41522,41526,41493,41527,41574,41538,39794,0,0,59,59,57,58,0,,
13.6,41530,41432,41479,41346,41346,41405,41404,41271,41522,41525,41493,41527,41574,41538,39794,0,0,59,58,56,55,0,,
13.7,41531,41432,41479,41347,41347,41405,41403,41270,41521,41524,41493,41528,41575,41539,39794,0,0,59,58,57,56,0,,
13.8,41531,41433,41478,41346,41347,41406,41405,41271,41522,41524,41493,41527,41574,41538,39794,0,0,58,58,58,57,0,,
13.9,41531,41433,41480,41347,41346,41406,41405,41272,41522,41525,41495,41528,41575,41539,39794,0,0,60,59,57,56,0,,
14,41530,41433,41479,41348,41347,41405,41406,41272,41523,41526,41492,41528,41575,41539,39794,0,0,58,58,57,55,0,,
14.1,41530,41433,41480,41349,41348,41406,41404,41271,41522,41526,41493,41528,41575,41539,39794,0,0,58,59,55,55,0,,
14.2,41531,41433,41479,41347,41347,41407,41406,41271,41522,41524,41495,41528,41575,41539,39794,0,0,58,59,57,56,0,,
14.3,41530,41431,41478,41347,41347,41406,41406,41272,41523,41525,41494,41529,41576,41540,39794,0,0,59,59,56,55,0,,
14.4,41531,41433,41479,41348,41347,41406,41406,41271,41523,41526,41494,41528,41575,41539,39794,0,0,59,59,58,57,0,,
14.5,41531,41432,41478,41347,41347,41406,41406,41271,41523,41526,41494,41526,41573,41537,39794,0,0,59,59,56,55,0,,
14.6,41531,41434,41480,41349,41348,41405,41406,41271,41523,41526,41494,41528,41575,41539,39794,0,0,59,58,56,56,0,,
14.7,41532,41433,41478,41347,41348,41407,41406,41271,41524,41525,41494,41529,41576,41540,39794,0,0,58,58,57,54,0,,
14.8,41532,41433,41479,41349,41348,41407,41406,41272,41523,41526,41495,41529,41576,41540,39794,0,0,58,58,55,55,0,,
14.9,41532,41432,41479,41347,41347,41406,41406,41272,41524,41527,41496,41529,41576,41540,39794,0,0,58,59,58,56,0,,
15,41532,41433,41478,41347,41348,41408,41405,41272,41524,41525,41495,41529,41576,41540,39794,0,0,58,58,58,56,0,,
15.1,41531,41433,41479,41348,41348,41407,41407,41273,41524,41527,41495,41527,41574,41538,39794,0,0,58,59,57,57,0,,
15.2,41533,41433,41480,41349,41348,41406,41406,41271,41523,41526,41494,41528,41575,41539,39794,0,0,59,58,56,55,0,,
15.3,41532,41433,41479,41347,41349,41406,41406,41273,41524,41526,41495,41528,41575,41539,39794,0,0,59,58,56,56,0,,
15.4,41533,41433,41480,41349,41350,41408,41406,41272,41524,41527,41495,41530,41577,41541,39794,0,0,59,59,57,55,0,,
15.5,41531,41433,41479,41348,41348,41407,41405,41272,41524,41527,41495,41527,41574,41538,39794,0,0,57,60,56,55,0,,
15.6,41531,41434,41480,41349,41347,41407,41406,41272,41524,41528,41496,41529,41576,41540,39794,0,0,58,58,56,56,0,,
15.7,41532,41434,41479,41347,41348,41408,41406,41271,41525,41527,41495,41528,41575,41539,39794,0,0,58,58,56,56,0,,
15.8,41532,41433,41480,41348,41348,41407,41406,41273,41524,41526,41496,41529,41576,41540,39794,0,0,58,58,56,56,0,,
15.9,41533,41433,41479,41349,41348,41408,41406,41274,41524,41526,41495,41529,41576,41540,39794,0,0,58,58,57,58,0,,
16,41533,41434,41478,41348,41349,41406,41406,41271,41524,41527,41496,41528,41575,41539,39794,0,0,59,60,57,55,0,,
16.1,41533,41434,41478,41348,41348,41407,41405,41271,41525,41526,41494,41529,41576,41540,39794,0,0,60,58,57,55,0,,
16.2,41533,41434,41479,41349,41349,41407,41407,41272,41525,41527,41496,41530,41577,41541,39794,0,0,59,59,57,56,0,,
16.3,41533,41433,41480,41348,41348,41408,41407,41272,41525,41527,41496,41530,41577,41541,39794,0,0,58,58,57,57,0,,
16.4,41532,41433,41479,41348,41349,41407,41407,41272,41524,41527,41495,41527,41574,41538,39794,0,0,59,58,57,56,0,,
16.5,41533,41434,41480,41349,41349,41406,41405,41272,41524,41526,41496,41531,41578,41542,39794,0,0,59,59,58,56,0,,
16.6,41533,41434,41481,41349,41348,41408,41407,41274,41524,41528,41496,41529,41576,41540,39794,0,0,59,59,56,56,0,,
16.7,41533,41434,41480,41350,41349,41407,41406,41273,41525,41527,41495,41529,41576,41540,39794,0,0,58,58,56,56,0,,
16.8,41532,41434,41481,41349,41349,41407,41406,41272,41525,41527,41496,41529,41576,41540,39794,0,0,58,58,56,56,0,,
16.9,41535,41435,41480,41348,41348,41406,41407,41273,41525,41528,41496,41529,41576,41540,39794,0,0,58,60,56,55,0,,
17,41532,41434,41480,41350,41349,41408,41406,41273,41525,41527,41496,41529,41576,41540,39794,0,0,59,57,56,55,0,,
17.1,41533,41435,41480,41349,41350,41407,41406,41272,41525,41528,41497,41531,41578,41542,39794,0,0,59,58,56,56,0,,
17.2,41534,41435,41481,41349,41348,41408,41406,41271,41524,41527,41495,41529,41576,41540,39794,0,0,59,59,56,56,0,,
17.3,41533,41433,41480,41348,41349,41407,41407,41273,41524,41527,41496,41529,41576,41540,39794,0,0,60,59,56,56,0,,
17.4,41534,41434,41481,41349,41351,41408,41408,41273,41525,41528,41495,41530,41577,41541,39794,0,0,58,59,57,56,0,,
17.5,41534,41434,41481,41349,41349,41408,41407,41273,41525,41527,41495,41529,41576,41540,39794,0,0,59,59,56,58,0,,
17.6,41534,41434,41480,41349,41349,41409,41407,41272,41523,41528,41496,41531,41578,41542,39794,0,0,58,59,58,56,0,,
17.7,41534,41434,41481,41349,41349,41406,41406,41272,41524,41528,41497,41530,41577,41541,39794,0,0,59,59,57,55,0,,
17.8,41534,41435,41482,41349,41349,41407,41406,41272,41523,41528,41496,41531,41578,41542,39794,0,0,59,58,57,56,0,,
17.9,41534,41433,41480,41349,41349,41407,41406,41272,41523,41527,41496,41529,41576,41540,39794,0,0,57,58,55,56,0,,
18,41514,41413,41464,41332,41332,41385,41386,41256,41506,41510,41472,41509,41556,41520,39794,0,0,58,59,57,56,0,,
18.1,41512,41411,41461,41331,41332,41383,41385,41256,41501,41506,41470,41508,41555,41519,39794,0,0,59,59,56,55,0,,
18.2,41511,41410,41460,41329,41331,41382,41384,41253,41499,41505,41470,41507,41554,41518,39794,0,0,59,59,56,56,0,,
18.3,41510,41411,41460,41330,41331,41381,41384,41254,41499,41504,41468,41505,41552,41516,39794,0,0,58,56,57,57,0,,
18.4,41510,41409,41459,41327,41329,41381,41385,41253,41499,41505,41468,41506,41553,41517,39794,0,0,59,58,57,55,0,,
18.5,41507,41409,41459,41327,41329,41381,41384,41253,41498,41505,41467,41506,41553,41517,39794,0,0,58,58,58,56,0,,
18.6,41509,41409,41459,41327,41328,41381,41383,41253,41498,41503,41466,41505,41552,41516,39794,0,0,58,58,56,56,0,,
18.7,41509,41409,41460,41326,41328,41380,41384,41253,41499,41505,41466,41505,41552,41516,39794,0,0,59,58,57,56,0,,
18.8,41508,41409,41458,41327,41329,41380,41382,41251,41497,41503,41467,41503,41550,41514,39794,0,0,58,59,58,56,0,,
18.9,41508,41407,41458,41327,41328,41380,41381,41253,41497,41503,41466,41505,41552,41516,39794,0,0,59,60,58,56,0,,
19,41508,41408,41458,41327,41328,41379,41381,41252,41497,41503,41466,41504,41551,41515,39794,0,0,58,59,58,57,0,,
19.1,41508,41407,41456,41324,41327,41380,41382,41251,41497,41502,41465,41504,41551,41515,39794,0,0,57,58,57,56,0,,
19.2,41508,41407,41457,41326,41328,41380,41381,41251,41497,41502,41465,41503,41550,41514,39794,0,0,58,57,58,56,0,,
19.3,41508,41407,41457,41326,41327,41378,41381,41250,41496,41502,41466,41504,41551,41515,39794,0,0,58,59,56,56,0,,
19.4,41507,41406,41457,41326,41326,41379,41380,41251,41496,41502,41464,41502,41549,41513,39794,0,0,58,59,58,56,0,,
19.5,41508,41406,41456,41325,41327,41378,41381,41250,41495,41502,41463,41502,41549,41513,39794,0,0,59,59,58,57,0,,
19.6,41508,41405,41457,41325,41328,41377,41381,41250,41496,41501,41464,41502,41549,41513,39794,0,0,59,59,56,56,0,,
19.7,41507,41405,41456,41324,41325,41377,41381,41251,41495,41501,41465,41503,41550,41514,39794,0,0,58,59,56,56,0,,
19.8,41507,41405,41455,41325,41328,41377,41380,41250,41495,41501,41464,41503,41550,41514,39794,0,0,58,58,56,56,0,,
19.9,41507,41405,41455,41324,41325,41378,41379,41249,41494,41500,41463,41502,41549,41513,39794,0,0,59,59,56,55,0,,
20,41507,41404,41455,41325,41326,41378,41380,41250,41496,41500,41464,41502,41549,41513,39794,0,0,59,58,56,56,0,,
20.1,41507,41405,41456,41326,41326,41377,41379,41249,41492,41500,41463,41502,41549,41513,39794,0,0,58,60,56,56,0,,
20.2,41506,41405,41456,41324,41326,41377,41380,41250,41494,41500,41463,41503,41550,41514,39794,0,0,59,58,56,57,0,,
20.3,41506,41405,41455,41324,41327,41376,41380,41249,41495,41499,41463,41501,41548,41512,39794,0,0,59,59,56,55,0,,
20.4,41505,41404,41456,41326,41327,41376,41379,41250,41493,41500,41462,41503,41550,41514,39794,0,0,58,59,56,56,0,,
20.5,41507,41405,41455,41325,41326,41375,41378,41250,41493,41499,41461,41500,41547,41511,39794,0,0,59,59,56,56,0,,
20.6,41505,41404,41455,41323,41326,41377,41378,41248,41493,41499,41462,41501,41548,41512,39794,0,0,60,59,56,56,0,,
20.7,41505,41403,41454,41323,41325,41376,41379,41249,41493,41499,41463,41501,41548,41512,39794,0,0,58,58,56,58,0,,
20.8,41506,41404,41454,41323,41325,41375,41378,41248,41493,41499,41463,41502,41549,41513,39794,0,0,59,60,58,55,0,,
20.9,41505,41404,41453,41324,41326,41376,41378,41247,41492,41499,41462,41501,41548,41512,39794,0,0,59,61,58,56,0,,
21,41504,41403,41453,41324,41325,41376,41379,41248,41492,41498,41462,41501,41548,41512,39794,0,0,57,59,56,55,0,,
21.1,41504,41403,41453,41322,41325,41374,41378,41248,41492,41497,41461,41499,41546,41510,39794,0,0,60,58,56,56,0,,
21.2,41506,41403,41452,41322,41324,41376,41378,41248,41493,41498,41460,41499,41546,41510,39794,0,0,58,58,58,57,0,,
21.3,41503,41403,41455,41322,41324,41375,41378,41249,41493,41498,41461,41500,41547,41511,39794,0,0,58,59,55,57,0,,
21.4,41504,41404,41452,41321,41324,41375,41377,41247,41491,41497,41462,41499,41546,41510,39794,0,0,59,59,56,56,0,,
21.5,41503,41402,41453,41322,41324,41375,41378,41247,41492,41498,41462,41500,41547,41511,39794,0,0,60,59,57,56,0,,
21.6,41504,41403,41454,41321,41323,41374,41378,41247,41491,41498,41460,41499,41546,41510,39794,0,0,59,59,56,57,0,,
21.7,41503,41402,41452,41323,41324,41374,41377,41246,41491,41498,41460,41498,41545,41509,39794,0,0,59,60,56,55,0,,
21.8,41504,41403,41452,41322,41325,41374,41376,41247,41491,41497,41461,41500,41547,41511,39794,0,0,60,60,56,56,0,,
21.9,41504,41403,41453,41321,41324,41374,41377,41248,41491,41498,41458,41498,41545,41509,39794,0,0,59,58,56,57,0,,
22,41503,41402,41453,41321,41323,41373,41377,41247,41491,41497,41461,41499,41546,41510,39794,0,0,58,59,57,58,0,,
